src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehlte	verlehlte	verlahl	verlehlteß	verlehlteB	verlehlteU	3.9778025150299072
forcken	forckte	forckte	forcktep	forckteM	forckteB	forckteP	3.0669658184051514
prondieren	prondierte	prondierte	pkrondierte	prondierteM	prondierteU	prondierteB	4.498179912567139
spurzen	spurzte	spurzte	spuorzte	spuarzte	spurzteM	spurztep	2.8229689598083496
schrießen<UNK>ab	schrießenieb	schrießenieb	schrießensabte	schrießencabte	schrießenbabte	schrießennabte	7.678950786590576
ebstürten	ebstürtete	ebstürtete	ebstürteteU	ebstürteteG	ebstürteteB	ebstürtetMe	3.7107057571411133
krontaletieren	krontaletierte	krontaletierte	Pkrontaletierte	Gkrontaletierte	Ekrontaletierte	kkrontaletierte	6.114896774291992
denallten	denalltete	denalltete	denallteteMe	denallteteU	denallteteG	denallteteZ	3.69339656829834
ergrättern	ergrätterte	ergrätterte	ergrätterteU	ergrätterteM	ergrätterteQ	ergrätterteP	5.151934623718262
erfranken	erfrankte	erfrankte	erfrankteB	erfranktep	erfrankteU	erfrankSte	3.7244625091552734
erwieden	erwad	erwad	erwand	erwod	erwag	erwaß	3.164513349533081
freutigen	freutigte	freutigte	freutigteM	freutigteB	freutigteG	freutigteß	3.5793235301971436
degatisieren	degatisierte	degatisierte	degatisierteM	degatisierteB	degatisierteU	degatisierteÄ	5.659756183624268
verfrüschen	verfrüschte	verfrüschte	verfrüsschte	verfrüschteMe	verfrüscdete	verfrüscYhte	4.615902423858643
vermarnen	vermarnte	vermarnte	vermaarnte	vermarchte	vermarnteB	vermarntep	3.932166337966919
entkopremen	entkopremte	entkopremte	entkaprem	entkoprmemte	entkopremteZ	entkopremteU	4.434259414672852
verfunnen	verfunnte	verfunnte	verfunchte	verfunnteB	verfunntep	verfunnteL	3.816303253173828
berässen	berässte	berässte	berässteQs	berässteB	berässteM	berässtep	3.4505090713500977
drappen	drappte	drappte	dkrappte	drapptep	drappteM	drappteB	3.1705684661865234
kreigen	kreigte	kreigte	krieg	Mkreigte	Pkreigte	kreigteM	3.1043732166290283
pulgen	pulgte	pulgte	pulLgte	pulgtep	pulgteM	pulgteB	2.9106245040893555
frodionieren	frodionierte	frodionierte	fkrodionierte	frodionierteM	frodionierteU	frodionierteB	4.426980495452881
erfucken	erfuckte	erfuckte	ekrfuckte	erfuckteB	erfuckteM	erfucktep	3.506697177886963
speulen	speulte	speulte	speulteM	speultep	speulteB	speulteÄ	2.969038248062134
