src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehltet	verlehltet	verlahlt	verlehltetàt	verlehltetKt	verlehltetSt	4.5076398849487305
forcken	forcktet	forcktet	forcktetSt	forcktetft	forcktetKt	forcktetTt	3.468513011932373
prondieren	prondiertet	prondiertet	prondiertetSt	prondiertetàt	prondiertetRt	pkrondiertet	4.284219741821289
spurzen	spurztet	spurztet	spurztetSt	spurztetKt	spuorztet	spuarztet	3.6414358615875244
schrießen<UNK>ab	schrießeniebt	schrießeniebt	schrießensabtet	schrießencabtet	schrießenbabtet	schrießennabtet	8.696145057678223
ebstürten	ebstürtetet	ebstürtetet	ebstürtetetat	ebstürtetetKt	ebstürtetetQt	ebstürttetet	4.5154619216918945
krontaletieren	krontaletiertet	krontaletiertet	krontaletiertetSt	Pkrontaletiertet	Gkrontaletiertet	kkrontaletiertet	6.5173563957214355
denallten	denalltetet	denalltetet	denallttetet	denalltetetat	denalltetetàt	denalltetetKt	5.214931011199951
ergrättern	ergrättertet	ergrättertet	ergrättertetàt	ergrättertetRt	ergrättertetSt	ergrättertetJt	4.742260932922363
erfranken	erfranktet	erfranktet	erfranktetàt	erfranktetKt	erfranktetSt	erfranktetFt	4.116804122924805
erwieden	erwadet	erwadet	erwandet	erwodet	erwadt	erwadetet	3.498122215270996
freutigen	freutigtet	freutigtet	freutigtetft	freutigtetàt	freutigtetKt	freutigtetQt	4.3673858642578125
degatisieren	degatisiertet	degatisiertet	degatisiertetSt	degatisiertetJt	degatisiertetRt	degatisiertetdt	5.611128330230713
verfrüschen	verfrüschtet	verfrüschtet	verfrüschtetSt	verfrüsschtet	verfrüscdetet	verfrüscYhtet	4.776318550109863
vermarnen	vermarntet	vermarntet	vermarntetQmt	vermarntetàt	vermarntetKt	vermaarntet	4.124300003051758
entkopremen	entkopremtet	entkopremtet	entkapremtet	entkopremtetKt	entkopremtetSt	entkopremtetJt	5.202865123748779
verfunnen	verfunntet	verfunntet	verfunntetKt	verfunntetàt	verfunntetFt	verfunntetSt	4.30448055267334
berässen	berässtet	berässtet	berässtetQst	berässtetbt	berässtetKt	berässtetàt	3.7662296295166016
drappen	drapptet	drapptet	drapptetSt	drapptetàt	drapptetKt	dkrapptet	2.8086042404174805
kreigen	kreigtet	kreigtet	kriegt	kreigtetSt	kreigtetQt	kreigtetàt	3.464581251144409
pulgen	pulgtet	pulgtet	pulgtetSt	pulgtetpt	pulgtetZt	pulgtetKt	3.1017608642578125
frodionieren	frodioniertet	frodioniertet	frodioniertetSt	frodioniertetFt	frodioniertetRt	frodioniertetJt	5.158195495605469
erfucken	erfucktet	erfucktet	erfucktetSt	erfucktetKt	erfucktetàt	erfucktetRt	3.9258005619049072
speulen	speultet	speultet	speultetSt	speultetàt	speultetKt	speultetTt	3.286435127258301
ergreigen	ergriegt	ergriegt	ergreigtet	ergrittet	ergritgt	ergrisgt	4.42657995223999
verschlöntigen	verschlöntigtet	verschlöntigtet	verschlontigtet	verschlöntigtetSt	verschlöntigtetJt	verschlöntigtetÜt	6.37632942199707
riffern	riffertet	riffertet	riffertetSt	riffertetEt	riffertetàt	riffertetTt	3.608910322189331
spränten	spräntetet	spräntetet	spräntetetQnt	spräntetetat	spräntetetSt	spräntetetàt	4.088855743408203
verlenken	verlenktet	verlenktet	verlenktetàt	verlenktetKt	verlenktetSt	verlenktetZt	4.182518482208252
gefingen	gefangt	gefangt	gefängt	gefingtet	gefangtZt	gefangtKt	2.888972759246826
belenden	belendetet	belendetet	belandetet	belendetetKt	belendetetot	belendetetàt	4.605915546417236
verwörten	verwörtetet	verwörtetet	verwortetet	verwörtetetàt	verwörtetetKt	verwörtetetat	4.31906270980835
staufieren	staufiertet	staufiertet	staufiertetSt	staufiertetàt	stauffiertet	staufQfertet	4.763619899749756
pritorieren	pritoriertet	pritoriertet	pritoriertetSt	pritoriertetRt	pritoriertetvt	pritoriertetàt	5.4343695640563965
gurrchen	gurrchtet	gurrchtet	gurrchtetKt	gurrchtetSt	gurrechtet	gurrächtet	4.090042591094971
fringen<UNK>finger	fringen-fingertet	fringen-fingertet	fringenefingertet	fringengfingertet	fringenrfingertet	fringensfingertet	10.788748741149902
flaustichen	flaustichtet	flaustichtet	flaustichtetSt	flaustichtetft	flaustichtetRt	flaustichtetà	5.156938552856445
verschirmen	verschirmtet	verschirmtet	verschirmtetKt	verschirmtetSt	verschirmtetJt	verscvhirmtet	5.424036979675293
erstinkern	erstinkertet	erstinkertet	erstinkekertet	erstinkertetàt	erstinkertetJt	erstinkertetRt	5.169221878051758
erspitzen	erspitztet	erspitztet	erspitztetKt	erspitztetSt	erspitztetàt	erspitztetQ	3.7433226108551025
frösen	fröstet	fröstet	fröstetSt	fröstetft	fröstetà	fröstetQ	3.064833164215088
verlüttigen	verlüttigtet	verlüttigtet	verlüttigtetàt	verlüttigtetSt	verlüttigtetCt	verlüttigtetÜt	4.8783063888549805
extollaginieren	extollaginiertet	extollaginiertet	extollaginiertetSt	extollaginiertetKt	extollaginiertetJt	extollaginiertetàt	6.6451497077941895
steinieren	steiniertet	steiniertet	steiniertetSt	steiniertetàt	steiniertetJt	steinieDrtet	5.076033592224121
daueln	daueltet	daueltet	daueltetdauet	daueltetSt	dauleltet	dauReltet	3.4075112342834473
bestingen	bestangt	bestangt	bestacht	bestingtet	bestangtZt	bestangtKt	3.5905635356903076
sarsselen	sarsseltet	sarsseltet	sarsseltetQst	sarsseltetSt	sarsseltetKt	sarsseltetàt	4.030930042266846
verzwürfen	verzwürftet	verzwürftet	verzwürftetQwürft	verzwürftetKt	verzwürftetàt	verzwürftetft	4.567205429077148
serleln	serleltet	serleltet	serleltetàt	serleltetSt	serleltetKt	serleltetRt	3.9491231441497803
fluedigen	fluedigtet	fluedigtet	fluedigtetft	fluedigtetàt	fluedigtetQt	fluedigtetKt	4.447801113128662
erwangen	erwangtet	erwangtet	erwangtetKt	erwangtetFt	erwangtetZt	erwangtetQn	4.043285846710205
verblüssen	verblüsstet	verblüsstet	verblüsstetKt	verblüsstetQt	verblüsstetvt	verblüsstetà	4.733112335205078
expärten	expärtetet	expärtetet	hxpärtetet	expärtetetat	expärtetetSt	expärtetetàt	4.138681888580322
gestuchen	gestuchtet	gestuchtet	gestuchtetSt	gestuchtetZt	gestuchtetKt	gestuchtetàt	4.235466003417969
erwastern	erwastertet	erwastertet	erwastertetQst	erwastertetàt	erwastertetSt	erwastertetJt	4.645788192749023
schiffeln	schiffeltet	schiffeltet	schiffeltetKt	schiffeltetàt	schiffeltetEt	schiffeltetRt	4.548525333404541
breißen	brisst	brisst	breißtet	brisstot	brisstet	brisstQt	2.2482261657714844
stindern	stindertet	stindertet	stindertetJt	stindertetSt	stindertetàt	stindertetQn	4.332338809967041
raufteln	raufteltet	raufteltet	raufteltetàt	raufteltetKt	raufteltetRt	raufteltetSt	4.171683311462402
bewacken	bewacktet	bewacktet	bewacktetKt	bewacktetSt	bewacktetàt	bewacktetYt	3.8404295444488525
stüßen	stüßtet	stüßtet	stüßtetSt	stüßtetQt	stüßtetKt	Östüßtet	3.0531516075134277
verziegen	verziegtet	verziegtet	verzogt	verziegtetàt	verziegtetZt	verziegtetKt	4.688976764678955
brurstern	brurstertet	brurstertet	brurstertetàt	brurstertetKt	brurstertetQt	brursteartet	4.530713081359863
degeen	degtet	degtet	degtetSt	degtetFt	degtetQt	degtetd	2.975393056869507
stetzen<UNK>ein	stetzengeitet	stetzengeitet	stetzenseitet	stetzennitet	stetzenzeitet	stetzenieitet	7.414388656616211
ersponieren	ersponiertet	ersponiertet	ersponiertetSt	ersponiertetRt	ersponiertetJt	ersponiertetàt	5.25664758682251
exomplikieren	exomplikiertet	exomplikiertet	exomplikiertetSt	exomplikiertetJt	exomplikiertetRt	exomplikiertetàt	5.818769931793213
bekröffen	bekröfftet	bekröfftet	bekröfftetKt	bekröfftetbt	bekröfftetàt	bekröfftetft	3.8687570095062256
vertrecken	vertrecktet	vertrecktet	vertrecketet	vertrecktetSt	vertrecktetàt	vertrecktetKt	4.732614517211914
verkrecken	verkrecktet	verkrecktet	verkrecketet	verkrecktetSt	verkrecktetKt	verkrecktetàt	4.56797981262207
bekilgen	bekilgtet	bekilgtet	bekilgtetKt	bekilgtetFt	bekilgtetàt	bekilgtetQ	3.7680368423461914
besopben	besopbtet	besopbtet	besopbtetKt	besopbtetbt	besopbtetàt	besopbtetQ	4.04423189163208
verklaten	verklatetet	verklatetet	veklatetet	verklatetetQlat	verklattetet	verklatetetàt	4.7851643562316895
kunsen	kunstet	kunstet	kunstetSt	kunstetQt	kunstetKt	kunstetFt	3.589080333709717
grutchen	grutchtet	grutchtet	grutchtetSt	grutchtetKt	grutchtetàt	grutchtetQt	3.712233304977417
suchtigen	suchtigtet	suchtigtet	suchtigtetàt	suchtigtetFt	suchtigtetKt	suchtigtetCt	4.434394836425781
suttallisieren	suttallisiertet	suttallisiertet	suttallisiertetSt	suttallisiertetJt	suttallisiertetàt	suttallisiertetKt	6.521228790283203
kreinern	kreinertet	kreinertet	kreinertetàt	kreinertetkt	Ekreinertet	Pkreinertet	4.086646556854248
degen<UNK>um	degengumtet	degengumtet	degenäumtet	degenaumtet	degenbumtet	degenmumtet	5.885274410247803
prienstollen	prienstolltet	prienstolltet	prienstolltetSt	prienstolltetRt	prienstolltetßt	prienstolltetàt	5.860405445098877
bustrunden	bustrundetet	bustrundetet	bustrundetetSt	bustrundetetàt	bustrundetetKt	bustrundetetQt	5.170697212219238
protern	protertet	protertet	protertetSt	protertetàt	protertetEt	pkrotertet	3.800178050994873
entschlaften	entschlaftetet	entschlaftetet	entschlieftet	entschlaftetetSt	entschluftet	entschlaftetetJt	6.358615875244141
klinsen	klanst	klanst	klinstet	klenstet	klonst	klanstQt	3.413543224334717
stlapen	stlaptet	stlaptet	stlaptetSt	stlaptetKt	stlaptetàt	stlaptetTt	3.1865193843841553
spürzen	spürztet	spürztet	spürztetSt	spürztetKt	spükrztet	spüUrztet	3.71349835395813
darbotieren	darbotiertet	darbotiertet	darbotiertetSt	darbotiertetRt	darbotiertetdt	darbotiertetàt	5.059371471405029
spuschen	spuschtet	spuschtet	spuschtetSt	spuschtetKt	spuschtetot	spuscLetet	4.076746463775635
bewünsten	bewünstetet	bewünstetet	bewünstetetQüt	bewünstetetKt	bewünstetetat	bewünstetetSt	4.16111946105957
sagen<UNK>aus	sagengaustet	sagengaustet	sagenaaustet	sageneaustet	sagenoaustet	sagengaustetSt	5.315733909606934
versprechsen	versprachst	versprachst	versprechstet	versprochst	versprachstot	versprachstet	4.440577983856201
ernungen	ernungtet	ernungtet	ernungtetKt	ernungtetFt	ernungtetZt	ernungtetQt	4.168761730194092
vermauen	vermautet	vermautet	vermautetQmt	vermautetàt	vermautetSt	vermautetKt	4.05051851272583
bohrleife	bohrleiftet	bohrleiftet	bohrlifft	bohrleiftetSt	bohrleiftetft	bohrleiftetàt	5.29183292388916
besitigen	besitigtet	besitigtet	besitigtetKt	besitigtetàt	besitidetet	besitiügtet	4.215599536895752
brächsseln<UNK>her	brächsselniehertet	brächsselniehertet	brächsselniertet	brächsselnshertet	brächsselnihertet	brächsselnchertet	9.299383163452148
detetten	detettetet	detettetet	detettetetat	dettettetet	detettetetKt	detettetetQt	3.755425453186035
vertrachen	vertrucht	vertrucht	vertrachtet	vertriecht	vertrücht	vertruchtet	4.9011664390563965
kabilisieren	kabilisiertet	kabilisiertet	kabilisiertetSt	kabilisiertetRt	kabilisiertetàt	kabilisiertetJt	6.050225734710693
remonieren	remoniertet	remoniertet	remoniertetàt	remoniertetSt	remoniertetJt	remoniertetRt	4.930068016052246
rintern	rintertet	rintertet	rintertetàt	rintertetSt	rintertetEt	rintertetQt	3.462280511856079
klützeln	klützeltet	klützeltet	klützeltetkt	klützeltetàt	Gklützeltet	Eklützeltet	4.401528835296631
verstern	verstertet	verstertet	verstertetàt	verstertetJt	verstertetKt	verstertetQst	4.342068672180176
erfiffern	erfiffertet	erfiffertet	erfiffertetàt	erfiffertetEt	erfiffertetJt	ekrfiffertet	4.628564834594727
deplizieren	depliziertet	depliziertet	depliziertetSt	depliziertetàt	depliziertetRt	depliziertetdt	5.142879962921143
kosteln	kosteltet	kosteltet	kosteltetKt	kosteltetàt	kosteltetRt	kosteltetkt	3.6040563583374023
konnerinieren	konneriniertet	konneriniertet	konneriniertetSt	konneriniertetJt	konneriniertetàt	konneriniertetRt	5.837051868438721
belüten	belütetet	belütetet	belütetetSt	belütetetKt	belütetetat	belütetetYt	3.7730939388275146
vertumpfen	vertumpftet	vertumpftet	vertumpftetKt	vertumpftetàt	vertumpftetft	vertumpftetQt	4.304239273071289
schweuden	schweudetet	schweudetet	schweudetetSt	schweudetetKt	schweudetetJt	schweudetetàt	5.042949676513672
rodieren	rodiertet	rodiertet	rodiertetàt	rodiertetSt	rodiertetot	rodiertetFt	3.8841025829315186
darbautieren	darbautiertet	darbautiertet	darbautießertet	darbautiertetSt	darbautiertetJt	darbautiertetàt	5.351596355438232
schwürfern	schwürfertet	schwürfertet	schwürfertetSt	schwürfertetJt	schwürfertetàt	schwürfertetEt	4.8029465675354
grinnen	grinntet	grinntet	grannt	grinntetSt	grinntetKt	grinntetZt	3.3843252658843994
vermachstrießen	vermachstrießtet	vermachstrießtet	vermachstrießt	vermachstrießtetSt	vermachstrießtetQt	vermachstrießtetàt	6.993884086608887
beschlachen	beschlucht	beschlucht	beschlachtet	beschluchtet	beschluchtKt	beschlocht	4.814101696014404
britken	britktet	britktet	britktetSt	britktetKt	britktetàt	bkritktet	4.055985927581787
verbehlen	verbehltet	verbehltet	verbahlt	verbiehlt	verbehltetàt	verbehltetKt	5.194533824920654
stäulen	stäultet	stäultet	stäultetSt	stäultetàt	stäultetÖt	stäultetTt	3.251384973526001
ernarkeln	ernarkeltet	ernarkeltet	ernarkeltetàt	ernarkeltetKt	ernarkeltetRt	ernarkeltetYt	4.140428066253662
kommorinieren	kommoriniertet	kommoriniertet	kommoriniertetSt	kommoriniertetJt	kommoriniertetàt	kommoriniertetKt	5.704563617706299
besonsen	besonstet	besonstet	besanstet	besonstetKt	besonstetbt	besonstetàt	3.768238067626953
erschlissen	erschlisstet	erschlisstet	erschlosst	erschlisstetQt	erschlisstetSt	erschlisstetKt	5.415715217590332
erschwintern	erschwintertet	erschwintertet	erschwintertetSt	erschwintertetJt	erschwintertetàt	erschwintertetRt	5.9791259765625
bleckeln	bleckeltet	bleckeltet	bleckeltetKt	bleckeltetàt	bleckeltetEt	bleckeltetQt	4.073324203491211
bautsern	bautsertet	bautsertet	bautsertetKt	bautsertetàt	bautsertetSt	bautseIrtet	4.034961700439453
erwängern	erwängertet	erwängertet	erwängertetQt	erwängertetàt	erwängertetKt	erwängertetJt	5.220706462860107
kepsen	kepstet	kepstet	kepstetSt	kepstetKt	kpepstet	Mkepstet	3.1769938468933105
gewückeln	gewückeltet	gewückeltet	gewückeltetRt	gewückeltetàt	gewückeltetgt	gewückeltetSt	4.812684059143066
verzüchen	verzüchtet	verzüchtet	verzüchtetKt	verzüchtetQt	verzüchtetSt	verzüchteTt	4.5210065841674805
erfleigen	erfliegt	erfliegt	erfleigtet	erflittet	erflitt	erfliegtet	4.09910774230957
bebannen	bebanntet	bebanntet	bebachnetet	bebanntetKt	bebanntetFt	bebanntetbt	4.025937557220459
pfleisen	pfliest	pfliest	pfleistet	pflRistet	pfleistetSt	pfleistetàt	4.533485412597656
bestlöffen	bestlöfftet	bestlöfftet	bestlofftet	bestlöfftetKt	bestlöfftetbt	bestlöfftetQt	4.638991355895996
blessen<UNK>auf	blessennauftet	blessennauftet	blessen-auftet	blessenzauftet	blessensauftet	blessenbauftet	8.516851425170898
gondren<UNK>ein	gondrengeitet	gondrengeitet	gondrenzeitet	gondrenseitet	gondrenieitet	gondrennitet	7.4974141120910645
verstiffen	verstifftet	verstifftet	verstifftetft	verstifftetKt	verstifftetàt	verstifftetQt	4.597939968109131
knetzen<UNK>ein	knetzengeitet	knetzengeitet	knetzenseitet	knetzenieitet	knetzenzeitet	knetzennitet	7.928796291351318
kommeln	kommeltet	kommeltet	kommeltetKt	Ekommeltet	kommGeltet	kommeltetk	3.531019687652588
stardeten	stardetetet	stardetetet	stardettetet	stardetetetat	stardetetetKt	stardetetetSt	4.847710132598877
korlasilisieren	korlasilisiertet	korlasilisiertet	korlasilisiertetSt	korlasilisiertetàt	korlasilisiertetJt	korlasilisiertetKt	6.554685115814209
komanidieren	komanidiertet	komanidiertet	komanidiertetSt	komanidiertetàt	komanidiertetRt	komanidiertetkt	6.074021816253662
kelben	kelbtet	kelbtet	kelbtetSt	kelbtetKt	kelbtetQt	kelbtetot	3.045889377593994
pfürmen	pfürmtet	pfürmtet	pfürmtetKt	pfürmtetSt	pfürmtetàt	pfükrmtet	3.546982526779175
gewärten	gewärtetet	gewärtetet	gewärtetetàt	gewärtetetSt	gewärtetetat	gewärtetetKt	4.125521659851074
flübern	flübertet	flübertet	flübertetft	flübertetSt	flüQbertet	flübeIrtet	3.891650915145874
babeln	babeltet	babeltet	babeltetKt	babeltetSt	babReltet	babBeltet	3.675401449203491
erspotten	erspottetet	erspottetet	erspottetetKt	erspottetetat	erspottetetSt	erspottetetàt	4.278664588928223
knotronieren	knotroniertet	knotroniertet	knotroniertetSt	knotroniertetàt	Gknotroniertet	Eknotroniertet	5.452268600463867
erschleiden	erschlittet	erschlittet	erschlitt	erschliedet	erschleidetet	erschlittetSt	4.438464164733887
krepsen	krepstet	krepstet	krepstetKt	krepstetSt	krepstetkt	Mkrepstet	3.7246060371398926
belöffen	belöfftet	belöfftet	belofftet	belöfftetbt	belöfftetKt	belöfftetft	4.093282222747803
dehompren	dehomprtet	dehomprtet	dehompratet	dehompretet	dehomprotet	dehomprètet	5.626533508300781
verspreinen	verspreintet	verspreintet	versprient	verspraint	verspreintetSt	verspreintetFt	5.636137008666992
entlagen	entlugt	entlugt	entlagtet	entlugtZt	entlugtKt	entlugtet	2.990719795227051
punden	pundetet	pundetet	pundetetSt	pundetetKt	pundetetQt	puondetet	3.48410964012146
