src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehlte	verlehlte	verlahl	verlehlteB	verlehlteU	verlehlteß	4.025507926940918
forcken	forckte	forckte	forcktep	forckteB	forckteM	forckteP	3.0653159618377686
prondieren	prondierte	prondierte	pkrondierte	prondierteM	prondierteU	prondierteB	4.501747131347656
spurzen	spurzte	spurzte	spuorzte	spuarzte	spurzteM	spurztep	2.834226608276367
schrießen<UNK>ab	schrießenieb	schrießenieb	schrießensabte	schrießencabte	schrießenbabte	schrießennabte	7.6300368309021
ebstürten	ebstürtete	ebstürtete	ebstürteteU	ebstürteteG	ebstürteteB	ebstürtetMe	3.966416120529175
krontaletieren	krontaletierte	krontaletierte	Pkrontaletierte	Ekrontaletierte	Gkrontaletierte	krontaletierteB	5.669904708862305
denallten	denalltete	denalltete	denallteteU	denallteteZ	denallteteG	denalltette	4.114797592163086
ergrättern	ergrätterte	ergrätterte	ergrätterteU	ergrätterteM	ergrätterteQ	ergrätterteè	5.236170291900635
erfranken	erfrankte	erfrankte	erfrnankte	erfrankteB	erfranktep	erfrankteU	3.9457874298095703
erwieden	erwad	erwad	erwand	erwod	erwag	erwaß	2.9695539474487305
freutigen	freutigte	freutigte	freutidete	freutigteM	freutigteB	freutigteG	3.6388180255889893
degatisieren	degatisierte	degatisierte	degatisierteM	degatisierteB	degatisierteU	degatisierteÄ	5.447092056274414
verfrüschen	verfrüschte	verfrüschte	verfrüsschte	verfrüscdete	verfrüscYhte	verfrüschteMe	4.490393161773682
vermarnen	vermarnte	vermarnte	vermaarnte	vermarnate	vermarnteB	vermarntep	4.3576250076293945
entkopremen	entkopremte	entkopremte	entkaprem	entkoprmemte	entkopremteZ	entkopremteU	4.328268527984619
verfunnen	verfunnte	verfunnte	verfunchte	verfunnteB	verfunntep	verfunnteL	3.771716356277466
berässen	berässte	berässte	berässteQst	berässteB	berässteM	berässtep	3.1618804931640625
drappen	drappte	drappte	dkrappte	drapptep	drappteM	drapptTe	2.995354175567627
kreigen	kreigte	kreigte	krieg	Mkreigte	Pkreigte	kreigteM	3.5260417461395264
pulgen	pulgte	pulgte	pulLgte	pulgtep	pulgteM	pulgteB	2.3800814151763916
frodionieren	frodionierte	frodionierte	fkrodionierte	frodionierteM	frodionierteU	frodionierteB	4.936748504638672
erfucken	erfuckte	erfuckte	ekrfuckte	erfuckteB	erfuckteM	erfucktep	3.2574777603149414
speulen	speulte	speulte	speulteM	speultep	speulteB	speulteI	3.164665699005127
ergreigen	ergrieg	ergrieg	ergreigte	ergritg	ergritt	ergrich	3.371767520904541
verschlöntigen	verschlöntigte	verschlöntigte	verschlontigte	verschlöntigteB	verschlöntigteZ	verschlöntigteL	5.864380836486816
riffern	rifferte	rifferte	riffGerte	Erifferte	riffertep	rifferteP	3.5563595294952393
spränten	spräntete	spräntete	sprächtete	spränteteG	spränteteU	spränteteB	3.5941240787506104
verlenken	verlenkte	verlenkte	verlankte	verlenkteB	verlenkteZ	verlenktep	4.106392860412598
gefingen	gefang	gefang	gefingte	gefäng	gefangt	gefangd	2.5523011684417725
belenden	belendete	belendete	belandete	belundete	belendeteU	belendeteB	3.904851198196411
verwörten	verwörtete	verwörtete	verwortete	verwörttete	verwörteteU	verwörteteG	4.064403533935547
staufieren	staufierte	staufierte	stauffierte	staufQferte	staufieorte	staufierteM	4.215227127075195
pritorieren	pritorierte	pritorierte	pkritorierte	pritorierteM	pritorierteU	pritorierteB	4.792758941650391
gurrchen	gurrchte	gurrchte	gurrechte	gurrchteB	gurrchteM	gurrchtep	3.5905263423919678
fringen<UNK>finger	fringenefingerte	fringenefingerte	fringenrfingerte	fringen-fingerte	fringengfingerte	fringenafingerte	10.009765625
flaustichen	flaustichte	flaustichte	flaustichteM	flaustichteU	flaustichteL	flaustichteB	5.091831684112549
verschirmen	verschirmte	verschirmte	verschirmteU	verschirmteZ	verschirmteB	verschirmteM	5.101938724517822
erstinkern	erstinkerte	erstinkerte	erstinkekerte	erstinkerteU	erstinkerteM	erstinkerteX	4.422832012176514
erspitzen	erspitzte	erspitzte	erspitzteè	erspitzteZ	erspitztep	erspitzteMe	3.85294508934021
frösen	fröste	fröste	frösteB	frösteM	fröstep	frösteQ	2.6135237216949463
verlüttigen	verlüttigte	verlüttigte	verlüttiogte	verlüttigteM	verlüttigteG	verlüttigteZ	4.913389205932617
extollaginieren	extollaginierte	extollaginierte	extollagkinierte	extollaginiertext	extollaginierteI	extollaginierteK	5.9202704429626465
steinieren	steinierte	steinierte	steinieDrte	steinierteM	steinieärte	steinierteU	4.233139514923096
daueln	dauelte	dauelte	daulelte	dauRelte	daugelte	dauelteß	3.334439754486084
bestingen	bestang	bestang	bestach	bestingte	bestangt	bestangd	3.111666202545166
sarsselen	sarsselte	sarsselte	sarssGelte	sarsslelte	sarsselteÄ	sarsselteU	4.349161148071289
verzwürfen	verzwürfte	verzwürfte	verzwürfteB	verzwürfteW	verzwürfteß	verzwürfteM	4.1306328773498535
serleln	serlelte	serlelte	serlelteMe	serlelteè	serlelteP	serlelteW	3.313154935836792
fluedigen	fluedigte	fluedigte	fluediügte	fluedigteM	fluedigteG	fluedigteU	4.025786876678467
erwangen	erwangte	erwangte	erwangteM	erwangteB	erwangtep	erwangteZ	3.30086088180542
verblüssen	verblüsste	verblüsste	verblüssteMe	verüblüsste	verblüssteB	verblüssteZ	4.288537502288818
expärten	expärtete	expärtete	hxpärtete	Vexpärtete	Bexpärtete	expärteteG	3.61558198928833
gestuchen	gestuchte	gestuchte	gestuchnete	gestuchteB	gestuchtep	gestuchteL	3.847440481185913
erwastern	erwasterte	erwasterte	erwasterteQa	werwasterte	erwasterteU	erwasterteè	4.345912456512451
schiffeln	schiffelte	schiffelte	schiffelteM	schiffelteP	schiffelteG	schiffelteX	4.201630115509033
breißen	briss	briss	breißte	brisst	brissj	brissd	1.8296314477920532
stindern	stinderte	stinderte	stinderteU	stinderteè	stinderteP	stinderteM	3.684114456176758
