src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehltet	verlehltet	verlählet	verlühlet	verlöhlet	verlehltetàt	4.893524646759033
forcken	forcktet	forcktet	forcktetft	forcktetSt	forcktetKt	forcktetàt	3.4379289150238037
prondieren	prondiertet	prondiertet	prondiertetSt	prondiertetvt	prondiertetàt	pkrondiertet	4.334003448486328
spurzen	spurztet	spurztet	spurztetSt	spurztetKt	spuärztet	spuörztet	3.7061767578125
schrießen<UNK>ab	schrießeniebet	schrießeniebet	schrießensabtet	schrießencabtet	schrießenbabtet	schrießennabtet	8.945270538330078
ebstürten	ebstürtetet	ebstürtetet	ebstürtetetKt	ebstürtetetàt	ebstürtetetQt	ebstürtetetYt	4.20502233505249
krontaletieren	krontaletiertet	krontaletiertet	krontaletiertetSt	krontaletiertetKt	Gkrontaletiertet	Ekrontaletiertet	6.1945977210998535
denallten	denalltetet	denalltetet	denallttetet	denalltetetQldet	denalltetetàt	denalltetetYt	5.215230941772461
ergrättern	ergrättertet	ergrättertet	ergrättertetàt	ergrättertetJt	ergrättertetÖt	ergrättertetRt	4.952518463134766
erfranken	erfranktet	erfranktet	erfranktetàt	erfranktetKt	erfranktetZt	erfranktetYt	4.18855094909668
erwieden	erwädet	erwädet	erwödet	erwändet	erwächet	erwäget	4.018810272216797
freutigen	freutigtet	freutigtet	freutigtetft	freutigtetàt	freutigtetZt	freutigtetKt	4.370608806610107
degatisieren	degatisiertet	degatisiertet	degatisiertetSt	degatisiertetRt	degatisiertetàt	degatisiertetd	5.52390193939209
verfrüschen	verfrüschtet	verfrüschtet	verfrüsschtet	verfrüschtetvt	verfrüscYhtet	verfrüscdetet	4.541214942932129
vermarnen	vermarntet	vermarntet	vermarntetvt	vermarntetYt	vermarntetàt	vermarchtet	3.782198905944824
entkopremen	entkopremtet	entkopremtet	entköpremtet	entkäpremtet	entkäpremet	entkopremtetSt	4.63654088973999
verfunnen	verfunntet	verfunntet	verfunntetQut	verfunntetàt	verfunntetZt	verfunntetvt	4.547609806060791
berässen	berässtet	berässtet	berässtetvt	berässtetàt	berässtetK	berässtetbt	3.655566930770874
drappen	drapptet	drapptet	drapptetàt	drapptetKt	drapptetSt	dkrapptet	3.120652437210083
kreigen	kreigtet	kreigtet	krieget	kreigtetàt	kreigtetKt	Gkreigtet	3.6821048259735107
pulgen	pulgtet	pulgtet	pulgtetvt	pulgtetpt	pulgtetZt	pulgtetKt	3.169417142868042
frodionieren	frodioniertet	frodioniertet	frodioniertetSt	frodioniertetft	frodioniertetRt	frodioniertetàt	5.083986282348633
erfucken	erfucktet	erfucktet	erfucktetSt	erfucktetKt	erfuöcktet	erfucktetPt	4.293050289154053
speulen	speultet	speultet	speultetSt	speultetKt	speultetàt	speultetZt	3.2160420417785645
ergreigen	ergrieget	ergrieget	ergrittet	ergreigtet	ergrisget	ergrifget	4.670065879821777
verschlöntigen	verschlöntigtet	verschlöntigtet	verschlöntigtetSt	verschlöntigtetCt	verschlöntigtetà	verschlöntigtetK	6.337109088897705
riffern	riffertet	riffertet	riffertetEt	riffertetüt	riffGertet	riffertetà	3.981304883956909
spränten	spräntetet	spräntetet	spräntetetQnt	spräntetetàt	spräntetetYt	spräntetetyt	4.3138837814331055
verlenken	verlenktet	verlenktet	verlenktetàt	verlenktetZt	verlenktetKt	verlenktetPt	4.363735675811768
gefingen	gefänget	gefänget	gefängetZt	gefängetvt	gefängetLt	gefängetKt	3.4098527431488037
belenden	belendetet	belendetet	belendetetKt	belendetetàt	belendetetZt	belendettet	4.0619330406188965
verwörten	verwörtetet	verwörtetet	verwörtetetàt	verwörtetetYt	verwörtetetKt	verwörtetetQt	4.565328121185303
staufieren	staufiertet	staufiertet	staufiertetSt	staufiertetàt	staufiertetKt	stauffiertet	4.743739604949951
pritorieren	pritoriertet	pritoriertet	pritoriertetSt	pritoriertetvt	pritoriertetRt	pkritoriertet	4.896210193634033
gurrchen	gurrchtet	gurrchtet	gurrächtet	gurrechtet	gurrchtetQchet	gurrchtetQet	4.086279392242432
fringen<UNK>finger	fringenefingertet	fringenefingertet	fringen-fingertet	fringenrfingertet	fringengfingertet	fringennfingertet	10.44030475616455
flaustichen	flaustichtet	flaustichtet	flaustichtetSt	flaustichtetft	flaustichtetRt	flausticöchet	5.158628463745117
verschirmen	verschirmtet	verschirmtet	verschirmtetYt	verschirmtetvt	verschirmtetKt	verscvhirmtet	5.394117832183838
erstinkern	erstinkertet	erstinkertet	erstinkekertet	erstinkertetàt	erstinkertetJt	erstinkertetEt	5.212470054626465
erspitzen	erspitztet	erspitztet	erspitztetKt	erspitztetZt	erspitztetàt	erspitztetQ	4.651045322418213
frösen	fröstet	fröstet	fröstetft	fröstetSt	fröstetà	fröstetv	2.9049391746520996
verlüttigen	verlüttigtet	verlüttigtet	verlüttigtetvt	verlüttigtetCt	verlüttiogtet	verlüttiügtet	5.02797269821167
extollaginieren	extollaginiertet	extollaginiertet	extollaginiertetSt	extollaginiertetàt	extollaginiertetJt	extollaginiertetKt	6.87261962890625
steinieren	steiniertet	steiniertet	steiniertetàt	steiniertetSt	steiniertetJt	steinieärtet	5.04927921295166
daueln	daueltet	daueltet	daueltetEt	dauleltet	dauReltet	daugeltet	3.3969759941101074
bestingen	bestänget	bestänget	bestächtet	bestängetKt	bestängetàt	bestängetCt	3.8558311462402344
sarsselen	sarsseltet	sarsseltet	sarsseltetàt	sarsseltetKt	sarsseltetSt	sarsseltetYt	4.479217529296875
verzwürfen	verzwürftet	verzwürftet	verzwürftetft	verzwürftetöt	verzwürftetKt	verzwürftetàt	4.6008734703063965
serleln	serleltet	serleltet	serleltetàt	serleltetKt	serleltetYt	serleltetEt	3.626628875732422
fluedigen	fluedigtet	fluedigtet	fluedigtetft	fluedigtetàt	fluedigtetZt	fluedigtetPt	4.457618236541748
erwangen	erwangtet	erwangtet	erwangtetKt	erwangtetZt	erwangtetàt	erwangtetP	3.9731667041778564
verblüssen	verblüsstet	verblüsstet	verblüsstetvt	verblüsstetQt	verblüsstetöt	Äverblüsstet	4.682556629180908
expärten	expärtetet	expärtetet	hxpärtetet	expärtetetàt	expärtetetYt	expärtetetKt	3.968853235244751
gestuchen	gestuchtet	gestuchtet	gestüchtet	gestuchtetZt	gestuchtetvt	gestuöchtet	4.38455867767334
erwastern	erwastertet	erwastertet	erwastertetàt	erwastertetEt	erwastertetJt	erwästertet	4.548973083496094
schiffeln	schiffeltet	schiffeltet	schiffeltetàt	schiffeltetKt	schiffeltetEt	schiffeltetÖt	4.924105167388916
breißen	brisset	brisset	breißtet	brissetvt	brissetà	brissetK	2.651960849761963
stindern	stindertet	stindertet	stindertetàt	stindertetJt	stindertetEt	stindertetQn	4.0524444580078125
raufteln	raufteltet	raufteltet	raufteltetàt	raufteltetKt	raufteltetEt	raufteltetRt	3.9420509338378906
bewacken	bewacktet	bewacktet	bewacktetSt	bewacktetLt	bewacktetKt	bwewacktet	3.8863770961761475
stüßen	stüßtet	stüßtet	stüßtetSt	stüßtetvt	stüßtetQ	Östüßtet	2.6279494762420654
verziegen	verzöget	verzöget	verziegtet	verzögetàt	verzögetZt	verzögetYt	3.6576526165008545
brurstern	brurstertet	brurstertet	brurstertetàt	brurstertetKt	brurstertetEt	bkrurstertet	4.858304977416992
degeen	degtet	degtet	degätet	degtetSt	degtetd	degtetà	2.8298022747039795
stetzen<UNK>ein	stetzengeitet	stetzengeitet	stetzenseitet	stetzennitet	stetzenieitet	stetzenniet	7.987052917480469
ersponieren	ersponiertet	ersponiertet	ersponiertetSt	ersponiertetvt	ersponiertetRt	ersponiertetà	5.290909767150879
exomplikieren	exomplikiertet	exomplikiertet	exomplikiertetSt	exomplikiertetàt	exomplikiertetJt	Kexomplikiertet	5.705856800079346
bekröffen	bekröfftet	bekröfftet	bekröfftetKt	bekröfftetàt	bekröfftetft	bekröfftetbt	3.8975768089294434
vertrecken	vertrecktet	vertrecktet	verträcket	vertrecketet	vertrecktetSt	vertrecktetKt	4.932044506072998
verkrecken	verkrecktet	verkrecktet	verkrecketet	verkrecktetSt	verkrecktetKt	verkrecktetYt	4.874941349029541
bekilgen	bekilgtet	bekilgtet	bekilgtetKt	bekilgtetàt	bekilgtetQ	bekilgteTt	4.031183242797852
besopben	besopbtet	besopbtet	besopbtetvt	besopbtetàt	besopbtetKt	besopbteTt	3.706752061843872
verklaten	verklatetet	verklatetet	veklatetet	verklattetet	verklatetetàt	verklatetetYt	4.816460132598877
kunsen	kunstet	kunstet	kunstetvt	kunstetSt	kunstetKt	kunstetQ	2.9074642658233643
grutchen	grutchtet	grutchtet	grutchtetQt	grutächtet	grutchätet	grutchtetKt	3.8044626712799072
suchtigen	suchtigtet	suchtigtet	suchtigtetàt	suchtigtetZt	suchtigtetCt	suchtiügtet	4.395772933959961
suttallisieren	suttallisiertet	suttallisiertet	suttallisiertetSt	suttallisiertetàt	suttallisiertetJt	suttallfisiertet	6.466989040374756
kreinern	kreinertet	kreinertet	kreinertetàt	Ekreinertet	Pkreinertet	kreinertetQ	4.101557731628418
degen<UNK>um	degenäumtet	degenäumtet	degengumtet	degenäumet	degenäumtetàt	degenäumtetÖt	4.698480129241943
prienstollen	prienstolltet	prienstolltet	prienstolltetSt	prienstolltetßt	pkrienstolltet	prienstolltetRt	5.402813911437988
bustrunden	bustrundetet	bustrundetet	bustrundetetàt	bustrundetetQt	bustrundetetSt	bustrundetetKt	5.371921539306641
protern	protertet	protertet	protertetàt	protertetEt	pkrotertet	protWertet	3.8316526412963867
entschlaften	entschlaftetet	entschlaftetet	entschlieftet	entschlDaftetet	entschläftetet	entschlüftet	5.998297214508057
klinsen	klänset	klänset	klinstet	klönset	klenstet	klänsetvt	4.232917785644531
stlapen	stlaptet	stlaptet	stlaptetLt	stlaptetKt	stlaptetàt	stlaptetZt	3.2214488983154297
spürzen	spürztet	spürztet	spürztetSt	spürztetZt	spürztetKt	spüUrztet	3.5342609882354736
darbotieren	darbotiertet	darbotiertet	darbotiertetSt	darbotiertetßt	darbotiertetd	darbotiertetà	5.14085578918457
spuschen	spuschtet	spuschtet	spuschtetZt	spuscLetet	spuscüetet	spuschtetQ	4.213670253753662
bewünsten	bewünstetet	bewünstetet	bewünstetetQüt	bewünstetetKt	bewünstetetàt	bewünsttetet	4.272202491760254
sagen<UNK>aus	sagengaustet	sagengaustet	sagenäustet	sageneaustet	sagenäuset	sagenaaustet	5.88501501083374
versprechsen	versprächset	versprächset	verspröchset	versprechstet	versprächst	versprächsetöt	5.098355293273926
