src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlählest	verlählest	verlehltest	verlühlest	verlöhlest	verlählestöst	5.477332592010498
forcken	forcktest	forcktest	forcktestLst	forcktestd	forcktestQ	forcktestf	4.213985443115234
prondieren	prondiertest	prondiertest	prondiertestQn	pkrondiertest	prondieärtest	prondiertestd	4.90864372253418
spurzen	spurztest	spurztest	spurztestLst	spuärztest	spuörztest	spurztestd	3.2464330196380615
schrießen<UNK>ab	schrießeniebest	schrießeniebest	schrießensabtest	schrießencabtest	schrießenhabtest	schrießennabtest	8.689675331115723
ebstürten	ebstürtetest	ebstürtetest	ebstürtetestQt	ebstürtetestä	ebstürtetestà	ebstürtetestö	5.066730499267578
krontaletieren	krontaletiertest	krontaletiertest	krontaletiertestQn	Ekrontaletiertest	Gkrontaletiertest	Pkrontaletiertest	6.483754634857178
denallten	denalltetest	denalltetest	denalltetestQldest	denalltetestCt	denalltetestd	denalltetestä	4.7666449546813965
ergrättern	ergrättertest	ergrättertest	ergrättertestIst	ergrättertestRt	ergrättertestà	ergkättertest	5.507380962371826
erfranken	erfranktest	erfranktest	erfranktestQrat	erfranktestZst	erfranktestCt	erfranktestPt	4.73148250579834
erwieden	erwädest	erwädest	erwändest	erwödest	erwächest	erwägest	4.906470775604248
freutigen	freutigtest	freutigtest	freutigtestZst	freutigtestPt	freutigtestft	freutigtestQt	4.449975967407227
degatisieren	degatisiertest	degatisiertest	degatisiertestQt	degatisiertestd	degatisiertestL	degatisiertestR	5.421606540679932
verfrüschen	verfrüschtest	verfrüschtest	verfrüschtestöst	verfrüsschtest	verfrüschtestQt	verfrüscdetest	4.931779861450195
vermarnen	vermarntest	vermarntest	vermarntestZst	vermarntestCt	vermarchtest	vermarntestQ	4.237805366516113
entkopremen	entkopremtest	entkopremtest	entkäpremest	entköpremtest	entkopremtestLst	entkapremtest	5.448324203491211
verfunnen	verfunntest	verfunntest	verfunntestQunt	verfunntestöst	verfunntestZst	verfunchtest	4.208441734313965
berässen	berässtest	berässtest	berässtestQst	berässtestLst	berässtestd	berässtestb	4.138535499572754
drappen	drapptest	drapptest	drapptestLst	drapptestQp	dkrapptest	drapptestd	3.9001739025115967
kreigen	kreigtest	kreigtest	kriegest	kreigtestLt	Gkreigtest	Pkreigtest	3.8991549015045166
pulgen	pulgtest	pulgtest	pulgtestZst	pulgtestLt	pulgtestPt	pulLgtest	3.5491387844085693
frodionieren	frodioniertest	frodioniertest	frodioniertestSt	frodioniertestJt	frodioniertestQt	fkrodioniertest	6.161073207855225
erfucken	erfucktest	erfucktest	erfucktestQuckest	erfucktestQuckt	erfucktestLst	erfuöcktest	4.507684707641602
speulen	speultest	speultest	speultestQult	speultestLst	speultestd	speultestà	3.938188076019287
ergreigen	ergriegest	ergriegest	ergrittest	ergreigtest	ergrifgest	ergritgest	5.1314496994018555
verschlöntigen	verschlöntigtest	verschlöntigtest	verschlöntigtestCt	verschlöntigtestön	verschlöntigtestQt	verschlöntigtestd	6.948901653289795
riffern	riffertest	riffertest	riffertestQest	riffertestEst	riffGertest	riffertestd	4.21053409576416
spränten	spräntetest	spräntetest	spräntetestCt	spräntetestän	sprächtetest	spräntetestQn	5.119744300842285
verlenken	verlenktest	verlenktest	verlenktestöst	verlenktestZst	verlenktestCt	verlkenktest	5.305725574493408
gefingen	gefängest	gefängest	gefängestZst	gefängestLst	gefächtest	gefängestd	4.037996292114258
belenden	belendetest	belendetest	belendetestZst	belendetestät	belendetestd	belendeteLst	4.492725372314453
verwörten	verwörtetest	verwörtetest	verwörtetestQt	verwörttetest	verwörtetestà	verwörtetestä	5.316969871520996
staufieren	staufiertest	staufiertest	stauffiertest	staufQfertest	staufiertestd	staufiertestà	5.009580135345459
pritorieren	pritoriertest	pritoriertest	pritoriertestQt	pritoriertestRt	pkritoriertest	pritoriertestd	5.209216117858887
gurrchen	gurrchtest	gurrchtest	gurrchtestQcht	gurrchtestQchest	gurrchtestLst	gurrächtest	4.536067962646484
fringen<UNK>finger	fringenefingertest	fringenefingertest	fringenrfingertest	fringen-fingertest	fringengfingertest	fringennfingertest	10.984786987304688
flaustichen	flaustichtest	flaustichtest	flaustichtestQust	flaustichtestSt	flaustichtestd	flaustichtestft	5.418796062469482
verschirmen	verschirmtest	verschirmtest	verschirmtestLst	verschirmtestQt	verschirmtestà	verschirmtestö	5.813507080078125
erstinkern	erstinkertest	erstinkertest	erstinkertestEst	erstinkertestIst	erstinkekertest	erstinkertestJt	5.995101451873779
erspitzen	erspitztest	erspitztest	erspitztestöst	erspitztestPt	erspitztestd	erspitztestQ	4.397792339324951
frösen	fröstest	fröstest	fröstestLst	fröstestd	fröstestf	fröstestQst	3.3147852420806885
verlüttigen	verlüttigtest	verlüttigtest	verlüttigtestöst	verlüttigtestQt	verlüttiogtest	verlüttiügtest	5.473658561706543
