src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehle	verlehle	verlehleMe	verlehleU	verlehleQ	verlehleP	3.521005153656006
forcken	forcke	forcke	forckeQe	forckeV	forckeP	forckep	2.612990379333496
prondieren	prondiere	prondiere	pkrondiere	prondiereY	prondiereU	prondiereP	3.931858539581299
spurzen	spurze	spurze	spurzeQe	spurzeie	spuQrze	spurzüe	2.4403040409088135
schrießen<UNK>ab	schrießeniabe	schrießeniabe	schrießenhabe	schrießencabe	schrießensabe	schrießennabe	7.760037899017334
ebstürten	ebstürte	ebstürte	ebstürtre	ebstürteMe	Kebstürte	ebstüärte	3.455697536468506
krontaletieren	krontaletiere	krontaletiere	krontaletiereQe	Pkrontaletiere	Gkrontaletiere	krontaletierej	4.976029396057129
denallten	denallte	denallte	denalltere	denalltre	denallten	denallteU	3.8272247314453125
ergrättern	ergrättre	ergrättre	ergrättle	ergrättrexe	ergrättere	ergrättreP	3.744440793991089
erfranken	erfranke	erfranke	erfrankeMe	erfrankeU	erfrankeY	erfrankeP	4.046905994415283
erwieden	erwiede	erwiede	erwiedeje	erwieden	erwiedeU	erwiedePe	3.1997017860412598
freutigen	freutige	freutige	freutigeKe	freutigeÜe	freutfige	freutigeP	3.345649003982544
degatisieren	degatisiere	degatisiere	degatisiereQe	degatisierey	degatisierej	degatisiereU	4.8124518394470215
verfrüschen	verfrüsche	verfrüsche	verfrüssche	verfrüschre	verfrüscheÜ	verfrüschej	4.719151496887207
vermarnen	vermarne	vermarne	vermarneÜe	vermarnre	vermarneU	vermarneY	3.329763412475586
entkopremen	entkopreme	entkopreme	entkopremMe	entkopremeU	entkopremej	entkopremey	4.304150581359863
verfunnen	verfunne	verfunne	verfunneÜe	verfunnere	vßerfunne	verfunnre	3.04945707321167
berässen	berässe	berässe	berässeQe	berässKe	berässej	berässey	3.0225062370300293
drappen	drappe	drappe	dkrappe	drappAe	drappej	drappey	2.5762572288513184
kreigen	kreige	kreige	Pkreige	Gkreige	Mkreige	kreigej	2.5705490112304688
pulgen	pulge	pulge	pulgeZ	pulgeP	pulgeG	pulgeVe	2.237032413482666
frodionieren	frodioniere	frodioniere	fkrodioniere	frodionniere	frodionierey	frodioniereU	4.993170261383057
erfucken	erfucke	erfucke	ekrfucke	erfuckeP	erfuckeQe	erfuckeV	3.052377700805664
speulen	speule	speule	speuleQe	speulre	speulye	speulej	2.7890660762786865
ergreigen	ergreige	ergreige	ergreigeKe	ergreigeGe	ergriege	ergreigeP	3.479226589202881
verschlöntigen	verschlöntige	verschlöntige	verschlöntigve	verschlöntigeZ	verschlöntigej	verscHlöntige	5.2450995445251465
riffern	riffre	riffre	riffrexe	riffle	riffere	riffreQre	2.602088451385498
spränten	spränte	spränte	spräntere	spränteÜe	spräntre	spräntej	3.0376672744750977
verlenken	verlenke	verlenke	verlenkeÜe	verlkenke	verlenkeU	verlenkeP	3.8277034759521484
gefingen	gefinge	gefinge	gefingeÜe	gefingeU	gefingeG	gefingeP	3.058407783508301
belenden	belende	belende	belendeKe	belendeÜe	belenden	belendeP	3.018418550491333
verwörten	verwörte	verwörte	verwörtere	verwörtexe	verwörtre	verwörtej	3.3773624897003174
staufieren	staufiere	staufiere	stauffiere	staufQfere	staufierre	staufiereP	4.161794662475586
pritorieren	pritoriere	pritoriere	pkritoriere	pritorierMe	pritoriereU	pritorierej	4.323338031768799
gurrchen	gurrche	gurrche	gurreche	gurrcheU	gurrcheQ	gurrcheP	3.412900924682617
fringen<UNK>finger	fringenrfingre	fringenrfingre	fringenefingre	fringennfingre	fringen-fingre	fringengfingre	8.573933601379395
flaustichen	flaustiche	flaustiche	flaustichre	flaustichej	flausticheU	flausticheÜ	4.194433689117432
verschirmen	verschirme	verschirme	verschirmeße	verschirmej	verschirmey	vekschirme	4.535321235656738
erstinkern	erstinkre	erstinkre	erstinkere	erstinkle	erstinkrere	erstinkreQn	4.013731002807617
erspitzen	erspitze	erspitze	erspitzeQpe	erspitzeje	erspitzePe	erspfitze	3.7944395542144775
frösen	fröse	fröse	fröseQe	frösej	frösey	fröseP	2.1924068927764893
verlüttigen	verlüttige	verlüttige	verlüttigeGe	verlüttigeCe	verlüttioge	verlüttigey	4.378130912780762
extollaginieren	extollaginiere	extollaginiere	extollaginierexe	extollagkiniere	extollaginierre	extollaginiereU	5.709747791290283
steinieren	steiniere	steiniere	steeiniere	steinierre	steiniereP	steinierej	3.967355728149414
daueln	daule	daule	dauleQe	daulele	dauleje	daure	2.4350993633270264
bestingen	bestinge	bestinge	bestingeKe	bestingeÜe	bestingeGe	sestinge	3.9591317176818848
sarsselen	sarssele	sarssele	sarsseleMe	sarsselre	sarsselle	sarsseleP	3.3908257484436035
verzwürfen	verzwürfe	verzwürfe	verzwürfre	verzwürfeP	verzwürfej	verzwürfeV	3.59565806388855
serleln	serlle	serlle	serlele	serllre	serle	serlleQe	3.0574562549591064
fluedigen	fluedige	fluedige	fluedigeKe	fluedigeGe	fluedßige	fluedigeP	3.708749294281006
erwangen	erwange	erwange	erwangeÜe	werwange	erwangeU	erwangeG	3.079078435897827
verblüssen	verblüsse	verblüsse	verblüsseÜe	verblüssre	verblüsseMe	verblüsseQ	4.040287017822266
expärten	expärte	expärte	expärteMe	hxpärte	Vexpärte	expärtre	2.7425405979156494
gestuchen	gestuche	gestuche	gestucheMe	gestuchre	gestuchle	gestucheU	3.662896156311035
erwastern	erwastre	erwastre	erwastrexe	erwästre	erwastere	erwastreP	3.5614144802093506
schiffeln	schiffle	schiffle	schiffre	schiffele	schifflexe	schiffleRe	3.673172950744629
breißen	breiße	breiße	breißeQe	bkreiße	breißre	breißej	2.8303534984588623
stindern	stindre	stindre	stindreQe	stindrexe	stindare	stindere	2.8533458709716797
raufteln	rauftle	rauftle	rauftre	rauftele	rauftleQe	rauftble	3.12367844581604
bewacken	bewacke	bewacke	bewackeÜe	bwewacke	bewackey	bewackepe	3.576500415802002
stüßen	stüße	stüße	stüßeQe	Pstüße	Mstüße	stüßej	2.0136024951934814
