src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehlst	verlehlst	verliehlst	verlimlst	verlehlstEst	verlsiehst	5.147341251373291
forcken	forckst	forckst	forckstLst	forckstEst	forckstFt	forckstd	3.3431968688964844
prondieren	prondierst	prondierst	prondierstQndiest	prondierstEst	prondierstZst	prondierstQndi	4.246057987213135
spurzen	spurzt	spurzt	spurzst	spurztest	spurzFst	spurztst	2.933075189590454
schrießen<UNK>ab	schrießeniabst	schrießeniabst	schrießensabst	schrießenhabst	schrießencabst	schrießennabst	7.577183723449707
ebstürten	ebstürtest	ebstürtest	ebstürtestEst	ebstürtestQt	ebstürtst	ebstürtestFt	3.959549903869629
krontaletieren	krontaletierst	krontaletierst	krontaletierstLst	krontaletierstFt	krontaletierstQt	krontaletierstd	5.948441505432129
denallten	denalltest	denalltest	denalltestQllt	denalltestEst	denalltestFt	denalltst	4.516714572906494
ergrättern	ergrätterst	ergrätterst	ergrätterstEst	ergrätterstDt	ergrätterstFt	ergrätterstd	4.429256439208984
erfranken	erfrankst	erfrankst	erfrankstLst	erfrankstEst	erfranksLst	erfrankstd	4.184218883514404
erwieden	erwiedest	erwiedest	erwiedestQiest	erwiedestLst	erwiedestFt	erwiedestQit	4.614968776702881
freutigen	freutigst	freutigst	freutigstfst	freutidest	freutfigst	freutigstFt	4.144079208374023
degatisieren	degatisierst	degatisierst	degatisierstEst	degatisierstFt	degatisierstQt	degatisierstd	5.314694404602051
verfrüschen	verfrüschst	verfrüschst	verfrüschstQt	verfrüsschst	verfrüscdest	verfrüschstd	4.586051940917969
vermarnen	vermarnst	vermarnst	vermarnstEst	vermarnstLst	vermarnsAst	vermärnst	3.7311227321624756
entkopremen	entkopremst	entkopremst	entkopremstEst	entkopremstLst	entkopremstFt	entkopremstd	4.452672958374023
verfunnen	verfunnst	verfunnst	verfunnt	verfunnstLst	verfunnstZst	verfunnsLst	3.6619348526000977
berässen	berässt	berässt	berässtbst	berässtQst	berässtFst	berässst	2.73634672164917
drappen	drappst	drappst	drappstLst	drappstEst	drappstQt	drappsGst	2.9802961349487305
kreigen	kreigst	kreigst	kreigstLst	kreigstEst	kreigstFt	Ekreigst	3.1148922443389893
pulgen	pulgst	pulgst	pulgstLst	pulgstQt	pulgstd	pulgstF	2.528790235519409
frodionieren	frodionierst	frodionierst	frodionierstEst	frodionierstQt	frodionierstFt	fkrodionierst	5.347033977508545
erfucken	erfuckst	erfuckst	erfuckstLst	erfuckstEst	ekrfuckst	erfuckstd	3.6087779998779297
speulen	speulst	speulst	speulstEst	speulstZst	speulstd	speulsxt	3.113492727279663
ergreigen	ergreigst	ergreigst	ergreigstLst	ergreigstEst	ergriegst	ergreigstd	4.391014099121094
verschlöntigen	verschlöntigst	verschlöntigst	verschlöntigstLönst	verschlöntigstFt	verschlöntigstd	verschlöntigstD	5.933119297027588
riffern	rifferst	rifferst	rifferstEst	rifferstLst	rifferstIst	riffGerst	3.8650963306427
spränten	spräntest	spräntest	spräntestEst	spräntestQänt	spräntestQnt	spräntestFt	4.185903549194336
verlenken	verlenkst	verlenkst	verlenkstLst	verlenkstZst	verlenksAst	verlenkstd	4.008494853973389
gefingen	gefingst	gefingst	gefingstLst	gefingstEst	gefingsHst	gefingstFst	3.8964240550994873
belenden	belendest	belendest	belendestLst	belendestEst	belendestFt	belendestd	4.082880973815918
verwörten	verwörtest	verwörtest	verwörtestQwört	verwörtestEst	verwörtestd	verwörtestF	4.297540187835693
staufieren	staufierst	staufierst	staufierstFst	stauffierst	staufQferst	staufieDrst	4.500360488891602
pritorieren	pritorierst	pritorierst	pritorierstEst	pritorierstQt	pritorierstFt	pkritorierst	4.7865986824035645
gurrchen	gurrchst	gurrchst	gurrichst	gurrschst	gurrächst	gurrchstd	3.576974868774414
fringen<UNK>finger	fringenefingerst	fringenefingerst	fringen-fingerst	fringensfingerst	fringengfingerst	fringenrfingerst	9.403740882873535
flaustichen	flaustichst	flaustichst	flaustichstEst	flaustichstFt	flaustichstQt	flaustichstd	4.824130058288574
verschirmen	verschirmst	verschirmst	verschirmstEst	verschirmstLst	verschirmstFt	verschirmstd	4.851772785186768
erstinkern	erstinkerst	erstinkerst	erstinkerstEst	erstinkerstDt	erstinkerstd	erstinkerstFt	5.232773780822754
erspitzen	erspitzt	erspitzt	erspitzst	erspitztEst	erspitztQp	erspitztFt	3.7097725868225098
frösen	fröst	fröst	frösst	frösEst	fröstfst	fröstFst	2.732801914215088
verlüttigen	verlüttigst	verlüttigst	verlüttigstOt	verlüttigstFt	verlüttiogst	verlüttigstd	4.879062652587891
extollaginieren	extollaginierst	extollaginierst	extollaginierstLst	extollaginierstFt	extollaginierstQt	extollagkinierst	6.1181840896606445
steinieren	steinierst	steinierst	steinierstEst	steinierstZst	steinierstFst	steinieDrst	4.401590824127197
daueln	dauelst	dauelst	dauelstEst	dauelstIst	dauelstOdauest	dauelstOt	3.4427971839904785
bestingen	bestingst	bestingst	bestingstLst	bestingstEst	besteingst	bestingstd	3.8367013931274414
sarsselen	sarsselst	sarsselst	sarsselstEst	sarsselstZst	sarsselstd	sarsselstF	3.890671968460083
verzwürfen	verzwürfst	verzwürfst	verzwürfstQwürfst	verzwürfstEst	verzwürft	verzwürfstd	4.666756629943848
serleln	serlelst	serlelst	serlelstIst	serlelstEst	serlselst	serlelstd	3.790003538131714
