src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehlten	verlehlten	verlahlen	verlehltenQlen	verlehltenven	verliehlen	4.693268775939941
forcken	forckten	forckten	forcktenEn	forcktenS	forcktenI	forcktenÖ	3.7888033390045166
prondieren	prondierten	prondierten	pkrondierten	prondiertenß	prondiertenS	prondiertenv	4.87812614440918
spurzen	spurzten	spurzten	spurztenS	spuorzten	spurztenÖ	spurztenM	3.582646608352661
schrießen<UNK>ab	schrießenieben	schrießenieben	schrießensabten	schrießencabten	schrießenbabten	schrießennabten	8.895009994506836
ebstürten	ebstürteten	ebstürteten	ebstürtetenQten	ebstürtteten	Kebstürteten	ebstürtetenS	4.500974178314209
krontaletieren	krontaletierten	krontaletierten	Pkrontaletierten	Gkrontaletierten	kkrontaletierten	krontaletiertenß	6.347813606262207
denallten	denallteten	denallteten	denalltetenQlden	denalltetenden	denalltteten	denalltetenQlten	4.8037638664245605
ergrättern	ergrätterten	ergrätterten	ergrättertenGn	ergrättertenß	ergrättertenS	ergrättertenI	4.739315509796143
erfranken	erfrankten	erfrankten	erfranktenQran	erfrnankten	erfranktenÖ	erfranktenS	4.350176811218262
erwieden	erwaden	erwaden	erwanden	erwoden	erwagen	erwadenden	4.271137237548828
freutigen	freutigten	freutigten	freutigtenQuten	freutideten	freutigtenI	freutigtenÖ	4.269231796264648
degatisieren	degatisierten	degatisierten	degatisiertenß	degatisiertenS	degatisiertend	degatisiertenI	5.18309211730957
verfrüschen	verfrüschten	verfrüschten	verfrüsschten	verfrüschtenQn	verfrüscdeten	verfrüschtenv	5.122230529785156
vermarnen	vermarnten	vermarnten	vermaarnten	vermarntenS	vermarntenß	vermarntenv	4.383438587188721
entkopremen	entkopremten	entkopremten	entkapremten	entkoprmemten	entkopremtenß	entkopremtenK	5.498369216918945
verfunnen	verfunnten	verfunnten	verfunntenQun	verfunchten	verfunntenv	verfunntenS	4.417454719543457
berässen	berässten	berässten	berässtenQst	berässteQst	berässtenS	berässtenK	3.332598924636841
drappen	drappten	drappten	drapptenden	dkrappten	drapptenI	drapptenM	3.785459280014038
kreigen	kreigten	kreigten	kriegen	Mkreigten	kreigtenQt	Pkreigten	3.611640214920044
pulgen	pulgten	pulgten	pulLgten	pulgtenI	pulgtenÖ	pulgtenp	3.098771095275879
frodionieren	frodionierten	frodionierten	fkrodionierten	frodioniertenß	frodioniertenS	frodioniertenI	5.8999857902526855
erfucken	erfuckten	erfuckten	erfucktenS	erfucktenM	erfucktenI	erfucktenÖ	3.8847999572753906
speulen	speulten	speulten	speultenS	speultenÖ	speultenI	speultenM	3.9351868629455566
ergreigen	ergriegen	ergriegen	ergritten	ergritgen	ergreigten	ergrichen	4.633656978607178
verschlöntigen	verschlöntigten	verschlöntigten	verschlontigten	verschlöntingten	verschlöntigtenÜ	verschlöntigtenS	5.905828475952148
riffern	rifferten	rifferten	riffertenQen	riffertenEn	riffGerten	riffertenS	4.32722282409668
spränten	spränteten	spränteten	spräntetenMen	spräntetenQn	sprächteten	spräntetenÖn	3.9813826084136963
verlenken	verlenkten	verlenkten	verlenktenQn	verlankten	verlenktenv	verlenktenM	4.579739570617676
gefingen	gefangen	gefangen	gefängen	gefangenÖen	gefingten	gefangenSn	3.417965888977051
belenden	belendeten	belendeten	belandeten	belendetenQen	belendetenEn	belundeten	4.454646587371826
verwörten	verwörteten	verwörteten	verworteten	verwörtetenQwörten	verwörtteten	verwörterten	4.539026737213135
staufieren	staufierten	staufierten	stauffierten	staufQferten	staufieorten	staufiertenß	4.3837666511535645
pritorieren	pritorierten	pritorierten	pkritorierten	pritoriertenß	pritoriertenS	pritoriertenv	5.123542785644531
gurrchen	gurrchten	gurrchten	gurrchtenQchen	gurrchtenQrchen	gurrchtenEn	gurrechten	4.049264430999756
fringen<UNK>finger	fringenefingerten	fringenefingerten	fringenrfingerten	fringen-fingerten	fringengfingerten	fringenafingerten	10.212750434875488
flaustichen	flaustichten	flaustichten	flaustichtenQn	flaustichtenS	flaustichtenß	flaustichtenÜ	5.410484790802002
verschirmen	verschirmten	verschirmten	verschirmtenv	verschirmtenß	verschirmtenÜ	verschirmtenS	5.410922050476074
erstinkern	erstinkerten	erstinkerten	erstinkekerten	erstinkertenß	erstinkertenS	erstinkertenI	5.040684700012207
erspitzen	erspitzten	erspitzten	erspitztenQp	erspitztenS	erspitztenM	erspitztenÖ	3.9955573081970215
frösen	frösten	frösten	fröstenS	fröstenv	fröstenI	fröstenQ	2.5450961589813232
verlüttigen	verlüttigten	verlüttigten	verlüttiogten	verlüttigtenß	verlüttigtenv	verlüttigtenÜ	5.343514919281006
extollaginieren	extollaginierten	extollaginierten	extollagkinierten	extollaginiertenI	extollaginiertenS	extollaginiertenß	6.929098129272461
steinieren	steinierten	steinierten	steiniertenß	steiniertenS	steiniertenÖ	steiniertenv	5.145212650299072
