src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehle	verlehle	verlehlepe	verlehleY	verlehleI	verlehlePe	3.5413498878479004
forcken	forcke	forcke	forckeLe	forckeI	forckeY	forckep	2.6264986991882324
prondieren	prondiere	prondiere	prondiereBe	pkrondiere	prondiereY	prondiereI	3.9053683280944824
spurzen	spurze	spurze	spurzeQe	spurzepe	spurzePe	spuürze	2.4287989139556885
schrießen<UNK>ab	schrießeniabe	schrießeniabe	schrießensabe	schrießencabe	schrießenhabe	schrießennabe	7.288148880004883
ebstürten	ebstürte	ebstürte	Kebstürte	ebstüärte	ebstürteI	ebstürteY	3.7583277225494385
krontaletieren	krontaletiere	krontaletiere	krontaletiereBe	krontaletiereQe	krontaletiereLe	Gkrontaletiere	4.91831636428833
denallten	denallte	denallte	denalltere	denalltre	denallteWe	denallteI	3.802340507507324
ergrättern	ergrättere	ergrättere	ergrättereGe	ergrätterve	ergrättereU	ergrättereY	4.565814971923828
erfranken	erfranke	erfranke	erfrankeLe	erfrankze	erfrankeY	erfrankep	3.624290704727173
erwieden	erwiede	erwiede	erwiedeLe	erwiedePe	erwiedeI	erwiedet	3.3181164264678955
freutigen	freutige	freutige	freutigeBe	freutigeKe	freutigeLe	freutigeP	3.2418084144592285
degatisieren	degatisiere	degatisiere	degatisiereBe	degatisiereGe	degatisiereY	degatisierey	4.496353626251221
verfrüschen	verfrüsche	verfrüsche	verfrüscheLe	verfrüscheße	verfrüscheBe	verfrüssche	5.03812313079834
vermarnen	vermarne	vermarne	vermarneLe	vermarneY	vermarney	vermarnep	3.207080125808716
entkopremen	entkopreme	entkopreme	entkopremeKe	entkoprmeme	entkopremePe	entkopremeÄ	4.591883182525635
verfunnen	verfunne	verfunne	verfunnere	verfunnze	verfunneY	verfunnep	3.030104637145996
berässen	berässe	berässe	berässeÖe	berässKe	berässze	berässej	3.0014381408691406
drappen	drappe	drappe	drappeLe	dkrappe	drappze	drappeI	2.424619674682617
kreigen	kreige	kreige	kreigeLe	Gkreige	Pkreige	Ekreige	3.110464096069336
pulgen	pulge	pulge	pulgeLe	pulgeBe	pulgeI	pulgeP	2.2302603721618652
frodionieren	frodioniere	frodioniere	frodioniereGe	fkrodioniere	frodioniereBe	frodioniereY	4.785576343536377
erfucken	erfucke	erfucke	erfuckeße	erfuckeBe	erfuckeI	erfuckep	3.24393630027771
speulen	speule	speule	speulve	speulye	speuleI	speuleBe	2.258911371231079
ergreigen	ergreige	ergreige	ergreigeLe	ergreigeBe	ergreigeKe	ergreigePe	3.8634889125823975
verschlöntigen	verschlöntige	verschlöntige	verschlöntigeBe	verschlöntigeLe	verschlöntigeÜe	verschlöntigeye	5.915166854858398
riffern	riffere	riffere	rfiffere	rifferze	riffereP	rifferep	3.010960578918457
spränten	spränte	spränte	spräntere	spräntze	spränteI	spräntep	3.252112627029419
verlenken	verlenke	verlenke	verlenkeLe	verlenkeBe	verlenkepe	verlkenke	3.5918948650360107
gefingen	gefinge	gefinge	gefingeLe	gefingeBe	gefingePe	gefingeGe	2.8997480869293213
belenden	belende	belende	belendeLe	belendeKe	belendeI	belendeP	3.29563045501709
verwörten	verwörte	verwörte	verwörtere	verwörteI	verwörteW	verwörteB	3.4284145832061768
staufieren	staufiere	staufiere	staufiereBe	stauffiere	staufQfere	staufLiere	3.891557216644287
pritorieren	pritoriere	pritoriere	pritoriereBe	pritoriereMe	pkritoriere	pritoriereY	4.058467864990234
gurrchen	gurrche	gurrche	gurrcheLe	gurreche	gurrcheI	gurrcheP	3.518437623977661
fringen<UNK>finger	fringenefingere	fringenefingere	fringenrfingere	fringengfingere	fringen-fingere	fringennfingere	8.589303016662598
flaustichen	flaustiche	flaustiche	flausticheLe	flausticheße	flaustichöe	flausticheY	4.856348514556885
verschirmen	verschirme	verschirme	verschirmeBe	verschirmeße	verschirmeY	verschirmey	4.888666152954102
erstinkern	erstinkere	erstinkere	erstinkereBe	erstinkereU	erstinkereY	erstinkereP	4.62786340713501
erspitzen	erspitze	erspitze	erspitzeQpe	erspitzepe	erspfitze	erspàitze	3.7473275661468506
frösen	fröse	fröse	fröseQe	frösej	fröseB	fröseL	2.145183801651001
verlüttigen	verlüttige	verlüttige	verlüttigeGe	verlüttigeBe	verlüttioge	verlüttiüge	3.943657398223877
extollaginieren	extollaginiere	extollaginiere	extollaginiereBe	extollaginiereQe	extollagkiniere	extollaginiereLe	5.742528438568115
steinieren	steiniere	steiniere	steiniereBe	steiniereY	steiniereI	steiniereP	4.071732521057129
daueln	dauele	dauele	daugele	dauelve	dauelze	dauelej	2.751788377761841
bestingen	bestinge	bestinge	bestingeBe	bestingeKe	bestingePe	bestingepe	3.248015880584717
sarsselen	sarssele	sarssele	sarssGele	sarsseleY	sarsseleP	sarsselep	3.5026919841766357
verzwürfen	verzwürfe	verzwürfe	verzwüärfe	verzwürffe	verzwürfeY	verzwürfeI	4.104383945465088
serleln	serlele	serlele	serlelere	serleleBe	serlelePe	serlelve	3.1142642498016357
fluedigen	fluedige	fluedige	fluedigeKe	fluedigeLe	fluedigeße	fluedigeP	3.2840235233306885
erwangen	erwange	erwange	erwangeBe	erwangeI	erwangepe	erwangeP	3.5271267890930176
verblüssen	verblüsse	verblüsse	verblüssere	verblüsseße	verblüsseBe	verblüsseY	4.062253952026367
expärten	expärte	expärte	expärtere	Bexpärte	expärteWe	expärtxe	3.0736312866210938
gestuchen	gestuche	gestuche	gestucheLe	gestucheBe	gestuchze	gestucheI	3.423945665359497
erwastern	erwastere	erwastere	erwastereP	erwastereY	erwastereè	erwasterep	3.8102283477783203
schiffeln	schiffele	schiffele	schiffeleWe	schiffelepe	schiffeleY	schiffeleP	3.7688112258911133
breißen	breiße	breiße	breißeLe	breißKe	breißve	breißeP	2.595370292663574
stindern	stindere	stindere	stinderere	stindereP	stindereI	stinderep	3.6118521690368652
raufteln	rauftele	rauftele	raufteleBe	rauftelepe	rauftzele	rauftelve	3.4011075496673584
bewacken	bewacke	bewacke	bewackeLe	bewackeBe	bwewacke	bewackeI	3.4723479747772217
stüßen	stüße	stüße	stüßeQe	stüßve	stüßKe	stüßep	2.1092145442962646
verziegen	verziege	verziege	verziegeBe	verziegeKe	verziegeLe	verziegePe	3.9122848510742188
brurstern	brurstere	brurstere	brurstekre	brurstereP	brurstereè	brurstereQ	4.351294994354248
degeen	dege	dege	degee	degeie	degeGe	deget	2.477602958679199
stetzen<UNK>ein	stetzengeie	stetzengeie	stetzenneie	stetzenieie	stetzennie	stetzenzeie	7.5049004554748535
ersponieren	ersponiere	ersponiere	ersponiereBe	ersponiereY	ersponiereI	ersponierey	4.934351921081543
exomplikieren	exomplikiere	exomplikiere	exomplikiereBe	exomplikiereLe	exomplikierve	exomplikiereY	5.183010578155518
bekröffen	bekröffe	bekröffe	bekröffexe	bkekröffe	bekröffze	bekröffeY	3.174805164337158
vertrecken	vertrecke	vertrecke	vertreckeXe	vertreckepe	vertreckeLe	vertreckeI	3.9801273345947266
verkrecken	verkrecke	verkrecke	verkreckeXe	verkreckeLe	verkreckepe	verkreckze	4.296291351318359
bekilgen	bekilge	bekilge	bekilgeÖe	bekilgeBe	bekilgePe	bekilgeI	3.434812307357788
besopben	besopbe	besopbe	besopbeLe	besopbeKe	besopbepe	besopbze	3.1936774253845215
verklaten	verklate	verklate	veklate	verklatere	verklatre	verklateI	3.399827480316162
kunsen	kunse	kunse	kunseQe	kunseLe	kunseP	kunseB	2.4100046157836914
grutchen	grutche	grutche	grutcheLe	grutcheP	grutcheB	grutchep	3.4158294200897217
suchtigen	suchtige	suchtige	suchtigeBe	suchtigeLe	suchtigeKe	suchtigve	3.7033824920654297
suttallisieren	suttallisiere	suttallisiere	suttallisiereBe	suttallisiereQe	suttallisiereLe	suttallisiereye	5.891266345977783
kreinern	kreinere	kreinere	Ekreinere	Gkreinere	kreinereP	kreinerep	3.8282952308654785
degen<UNK>um	degenäume	degenäume	degengume	degenmume	degeniume	degeneume	5.118994235992432
prienstollen	prienstolle	prienstolle	prienstolleBe	pkrienstolle	prienstolleY	prienstolleÜ	4.746558666229248
bustrunden	bustrunde	bustrunde	bustrundere	bustrundeLe	bustrundKe	bustrundeI	4.041024208068848
protern	protere	protere	pkrotere	protereP	proterep	protereI	3.0303962230682373
entschlaften	entschlafte	entschlafte	entschlaftere	entschlafteY	entschlafteÄ	entschläfte	4.90027379989624
klinsen	klinse	klinse	klinseBe	Gklinse	Eklinse	Pklinse	3.0795300006866455
stlapen	stlape	stlape	stlapeLe	stlappe	stlapfe	stlapNe	2.605437994003296
spürzen	spürze	spürze	spürzeQe	spürzepe	spürzePe	spürzve	2.898026466369629
darbotieren	darbotiere	darbotiere	darbotiereBe	darbotiereGe	darbotiereY	darbotierey	4.3420281410217285
spuschen	spusche	spusche	spuscheLe	spuscheP	spuschep	spuscheBe	3.423163652420044
bewünsten	bewünste	bewünste	bewünsteLe	bewünstze	bewünsteI	bewünsteP	3.348282814025879
sagen<UNK>aus	sagengause	sagengause	sageneause	sagenmause	sagenaause	sageniause	4.914577007293701
versprechsen	versprechse	versprechse	versprechseBe	versprechseY	versprechseÄ	versprechsey	5.319036483764648
ernungen	ernunge	ernunge	ernungeLe	ernungeKe	ernungeBe	ernungePe	3.630868434906006
vermauen	vermaue	vermaue	vermaueKe	vermaueBe	vermaueI	vermaueje	3.121602773666382
bohrleife	bohrleife	bohrleife	bohrleifeße	bohrleifeLe	bohrleiffe	bohrleifeY	4.11910343170166
besitigen	besitige	besitige	besitigeKe	besitigeBe	besitigeLe	besitigePe	3.720989465713501
brächsseln<UNK>her	brächsselnihere	brächsselnihere	brächsselnchere	brächsselnshere	brächsselniere	brächsselnhere	7.9912285804748535
detetten	detette	detette	detettere	detettze	detetteI	detetteP	2.8550026416778564
vertrachen	vertrache	vertrache	vertracheLe	vertracheXe	vertracheBe	vertrachze	3.9905807971954346
kabilisieren	kabilisiere	kabilisiere	kabilisiereBe	kabilisiereGe	kabilisiereY	vabilisiere	5.132885932922363
remonieren	remoniere	remoniere	remoniereBe	remoniereY	remoniereI	remoniereP	4.456724643707275
rintern	rintere	rintere	rintereP	rinterep	rintereB	rintereQ	3.205010175704956
klützeln	klützele	klützele	Gklützele	Eklützele	Pklützele	klützeleI	3.620541572570801
verstern	verstere	verstere	verstereQe	verstereP	verstereB	versterep	3.311838388442993
erfiffern	erfiffere	erfiffere	erfifferere	erfiffereP	erfiffereY	erfifferep	4.110117435455322
deplizieren	depliziere	depliziere	depliziereBe	depliziereGe	deplizierüe	depliziereY	4.4563751220703125
kosteln	kostele	kostele	kostelepe	Ekostele	kostelej	kosteleP	2.9914920330047607
konnerinieren	konneriniere	konneriniere	konneriniereBe	konneriniereLe	konneriniereve	konnerinierey	5.2640380859375
belüten	belüte	belüte	belütere	belütKe	belüteI	belüteP	2.639265775680542
vertumpfen	vertumpfe	vertumpfe	vertumpfeBe	vertumpfeLe	vertumpfePe	vertumpfze	3.8111155033111572
schweuden	schweude	schweude	schweudeLe	schweudeKe	schweudeBe	schweudeI	3.4225807189941406
rodieren	rodiere	rodiere	rodiereBe	rodiereY	rodiereP	rodierepe	3.3827388286590576
darbautieren	darbautiere	darbautiere	darbautiereBe	darbautiereGe	darbautiereY	darbautierey	4.969946384429932
schwürfern	schwürfere	schwürfere	schwürfekere	schwürfereXe	schwürfereY	schwürfereU	4.4310150146484375
grinnen	grinne	grinne	grinneLe	grinneY	grinnep	grinneBe	2.9305129051208496
vermachstrießen	vermachstrieße	vermachstrieße	vermachstrießeQe	vermachstrießeLe	vermachstrießeèe	vermachstrießeZ	6.476806640625
beschlachen	beschlache	beschlache	beschlacheLe	beschlacheBe	beschlacheY	beschläche	4.71662712097168
britken	britke	britke	bkritke	britkve	britkeI	britkeP	2.719402551651001
verbehlen	verbehle	verbehle	verbehlepe	verbehlePe	verbehleI	verbehleY	3.909285068511963
