src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehlen	verlehlen	verlehlenven	verlehlenKn	verlehlenI	verlehlenM	4.040890693664551
forcken	forcken	forcken	forckenI	forckend	forckenÖ	forckenL	3.5345380306243896
prondieren	prondieren	prondieren	prondierendi	pkrondieren	prondierenI	prondierenß	4.400674819946289
spurzen	spurzen	spurzen	spurzenI	spurzenÖ	spurzenM	spuèrzen	3.280143976211548
schrießen<UNK>ab	schrießeniaben	schrießeniaben	schrießencaben	schrießenhaben	schrießennaben	schrießensaben	7.443578243255615
ebstürten	ebstürten	ebstürten	ebstürtenI	Kebstürten	ebstüärten	ebstürtenÖ	3.642354726791382
krontaletieren	krontaletieren	krontaletieren	Gkrontaletieren	krontaletierenI	krontaletierenN	krontaletierenv	6.0295891761779785
denallten	denallten	denallten	denalltenden	denalltern	denalltenI	denalltenÖ	4.514594554901123
ergrättern	ergrättern	ergrättern	ergrätteren	ergrätternèn	ergrätternßen	ergkättern	4.285669803619385
erfranken	erfranken	erfranken	erfrankenI	erfrankenK	erfrankend	erfrankeIn	3.8197975158691406
erwieden	erwieden	erwieden	erwiedern	erwiedenm	erwiedenè	erwiedenK	3.4465785026550293
freutigen	freutigen	freutigen	freutigenden	freutigenI	freutigenx	freutigenK	4.338782787322998
degatisieren	degatisieren	degatisieren	degatisierend	degatisierenß	degatisierenv	degatisierenI	5.16522741317749
verfrüschen	verfrüschen	verfrüschen	verfrüsschen	verfrüscYhen	verfrüschenv	verfrüschenI	4.8916916847229
vermarnen	vermarnen	vermarnen	vermarnenLn	vermarnten	vermarnenI	vermarnenK	3.741533041000366
entkopremen	entkopremen	entkopremen	entkopremenUn	entkoprmemen	entkopremenI	entkopremeny	4.4109697341918945
verfunnen	verfunnen	verfunnen	verfunnenLn	verfunnenKn	verfunnenI	verfunnecn	3.85646653175354
berässen	berässen	berässen	berässenI	berässenK	berässern	berässenv	3.6016671657562256
drappen	drappen	drappen	drappenLn	drappenden	dkrappen	drappenm	3.3241539001464844
kreigen	kreigen	kreigen	kreigenden	kreigenrn	Gkreigen	Pkreigen	2.881967306137085
pulgen	pulgen	pulgen	pulgenI	pulgenp	pulgenÖ	pulgenOpulgen	2.8140220642089844
frodionieren	frodionieren	frodionieren	fkrodionieren	frodionnieren	frodionierenv	frodionierenI	5.127921104431152
erfucken	erfucken	erfucken	erfuckten	erfuckend	erfuckenK	erfuckenI	3.5701704025268555
speulen	speulen	speulen	speulenden	speulenI	speulenÖ	speulenp	3.2469024658203125
ergreigen	ergreigen	ergreigen	ergreigenden	ergreigenI	ergreigenx	ergreigenK	3.93762469291687
verschlöntigen	verschlöntigen	verschlöntigen	verschlöntigenßen	verscvhlöntigen	verschlöntigenI	verschlöntigenv	6.463171482086182
riffern	riffern	riffern	riffernIn	rifferen	rfiffern	riffernP	3.575643301010132
spränten	spränten	spränten	spräntenI	spräntenÖ	spräntern	spränteny	3.561274528503418
verlenken	verlenken	verlenken	verlenkenI	verlenkenv	verlenkenK	verlenkenden	4.173749923706055
gefingen	gefingen	gefingen	gefingenLn	gefingenP	gefingenI	gefingengen	3.7301321029663086
belenden	belenden	belenden	belendenden	belendenmn	belendenKn	belendern	3.76298451423645
verwörten	verwörten	verwörten	verwörtern	verwörtenI	verwörtenK	verwörtenv	3.9833102226257324
staufieren	staufieren	staufieren	staufierenden	stauffieren	staufierenI	staufQferen	4.454949855804443
pritorieren	pritorieren	pritorieren	pkritorieren	pritorierenß	pritorierenI	pritorierenv	4.944534778594971
gurrchen	gurrchen	gurrchen	gurrchenIn	gurrchenOn	gurrchenLn	gurrechen	4.030622959136963
fringen<UNK>finger	fringenefingern	fringenefingern	fringenrfingern	fringen-fingern	fringengfingern	fringennfingern	9.21191692352295
flaustichen	flaustichen	flaustichen	flausticheren	flaustichend	flaustichenß	flaustichenf	4.907959938049316
verschirmen	verschirmen	verschirmen	verschirmenUven	verschirmenv	verschirmenI	verschirmenN	5.4495954513549805
erstinkern	erstinkern	erstinkern	erstinkeren	erstinkernßen	erstinkekern	erstinkernPn	4.53409481048584
erspitzen	erspitzen	erspitzen	erspitzenden	erspitzenKen	erspfitzen	erspàitzen	4.101099967956543
frösen	frösen	frösen	frösenI	frösenf	frösenv	frösenL	2.7414987087249756
verlüttigen	verlüttigen	verlüttigen	verlüttiogen	verlüttiügen	verlüttigenv	verlüttigenI	4.595576286315918
