src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehlen	verlehlen	verlehlenven	verlehlenden	verlehlenEn	verlehlten	4.130906105041504
forcken	forcken	forcken	forckten	forckenI	forckend	forckenf	3.439408302307129
prondieren	prondieren	prondieren	prondierenEn	prondierendi	pkrondieren	prondierenI	4.539902210235596
spurzen	spurzen	spurzen	spurzenden	spurzten	spurzenI	spurzenÖ	2.9586915969848633
schrießen<UNK>ab	schrießeniaben	schrießeniaben	schrießencaben	schrießenhaben	schrießennaben	schrießensaben	7.5778117179870605
ebstürten	ebstürten	ebstürten	ebstürtenden	Kebstürten	Bebstürten	ebstürtenI	3.995298147201538
krontaletieren	krontaletieren	krontaletieren	Pkrontaletieren	Gkrontaletieren	krontaletierenI	krontaletierenß	5.60315465927124
denallten	denallten	denallten	denalltenden	denalltern	denalltten	denalltenI	3.749586582183838
ergrättern	ergrättern	ergrättern	ergrätteren	ergrätternden	ergrätternon	ergrätternPn	4.621517181396484
erfranken	erfranken	erfranken	erfrankenden	erfkranken	erfrankenI	erfrankenÖ	3.827115297317505
erwieden	erwieden	erwieden	erwiedenden	erwiedern	erwiedenè	erwiedenm	3.7358808517456055
freutigen	freutigen	freutigen	freutigenden	freutigenEn	freutigenI	freutigenx	3.783111095428467
degatisieren	degatisieren	degatisieren	degatisierend	degatisierenß	degatisierenv	degatisierenI	5.596347808837891
verfrüschen	verfrüschen	verfrüschen	verfrüsschen	verfrüscYhen	verfrüschenv	verfrüschenI	4.745773792266846
vermarnen	vermarnen	vermarnen	vermarnten	vermarnenI	vermarnenvn	vermarnenÖ	4.081700325012207
entkopremen	entkopremen	entkopremen	entkopremenUn	ntkoprememen	entkoprmemen	entkopremenI	4.3917951583862305
verfunnen	verfunnen	verfunnen	verfunnenKn	verfunnenvn	verfunnten	verfunnenÖ	3.8411519527435303
berässen	berässen	berässen	berässenén	berässenI	berässenb	berässern	3.445793628692627
drappen	drappen	drappen	drappenden	drappenEn	drappenIn	dkrappen	3.18361234664917
kreigen	kreigen	kreigen	kreigenden	Pkreigen	Gkreigen	Mkreigen	3.4186549186706543
pulgen	pulgen	pulgen	pulgenOn	pulgenI	pulgenp	pulgenÖ	2.250697374343872
frodionieren	frodionieren	frodionieren	frodionierenEn	fkrodionieren	frodionnieren	frodionierenß	5.0279154777526855
erfucken	erfucken	erfucken	erfuckten	erfuckend	erfuckenÖ	erfuckenK	3.6030666828155518
speulen	speulen	speulen	speulenden	speulenI	speulenÖ	speulenM	3.2452876567840576
ergreigen	ergreigen	ergreigen	ergreigenden	ergreigenEn	ergreigenI	ergreigenK	4.662666320800781
verschlöntigen	verschlöntigen	verschlöntigen	verschlöntigenßen	verscvhlöntigen	verschlöntigenv	verschlöntigenI	6.0729827880859375
riffern	riffern	riffern	riffernrn	riffernIn	rifferen	rfiffern	3.152122735977173
spränten	spränten	spränten	spräntenden	spräntenI	spräntenÖ	spräntenq	4.005367755889893
verlenken	verlenken	verlenken	verlenkenden	verlenkenI	verlenkenK	verlenkenv	4.14807653427124
gefingen	gefingen	gefingen	gefingenden	gefingengen	gefingenOn	gefingenIn	3.948538303375244
belenden	belenden	belenden	belendenden	belendenmn	belendenKn	belendern	3.5700860023498535
verwörten	verwörten	verwörten	verwörtern	verwörtenI	verwörtenK	verwörtenv	4.1608476638793945
staufieren	staufieren	staufieren	staufierenden	staufierenEn	stauffieren	staufQferen	4.3838419914245605
pritorieren	pritorieren	pritorieren	pritorierenEn	pkritorieren	pritorierenß	pritorierenI	4.89509391784668
gurrchen	gurrchen	gurrchen	gurrchenOn	gurrchenIn	gurrechen	gurrchend	3.687525987625122
fringen<UNK>finger	fringenefingern	fringenefingern	fringenrfingern	fringen-fingern	fringennifingern	fringengfingern	8.51246166229248
flaustichen	flaustichen	flaustichen	flaustichend	flaustichenf	flaustichenÖ	flaustichenI	4.612069129943848
verschirmen	verschirmen	verschirmen	verschirmenEn	verschirmenv	verschirmenN	verschirmenI	5.108104705810547
erstinkern	erstinkern	erstinkern	erstinkernßen	erstinkeren	erstinkekern	erstinkernPn	4.496158123016357
erspitzen	erspitzen	erspitzen	erspitzenden	erspfitzen	erspàitzen	erspitzenI	3.7228691577911377
frösen	frösen	frösen	frösenI	frösenT	frösten	frösend	2.5691027641296387
verlüttigen	verlüttigen	verlüttigen	verlüttiogen	verlüttiügen	verlüttigenv	verlüttigenß	4.844351768493652
extollaginieren	extollaginieren	extollaginieren	extollagkinieren	extollaginierenI	extollaginierenß	extollaginierend	6.182977676391602
steinieren	steinieren	steinieren	steinierenden	steinierenEn	steeinieren	steinierenI	4.352476596832275
daueln	daueln	daueln	dauelndauen	dauelen	dauelnIn	dauelnOn	3.080263376235962
bestingen	bestingen	bestingen	bestingenden	bestingenKen	bestingenOn	bestingenI	4.0630269050598145
sarsselen	sarsselen	sarsselen	sarsselenden	sarsselenI	sarsselten	sarssGelen	4.1366424560546875
verzwürfen	verzwürfen	verzwürfen	verzwürfenI	verzwürfenq	verzwürfenv	verzwürfern	4.242114543914795
serleln	serleln	serleln	serlelnden	serlelen	serlelnIn	serlelnDn	3.5351574420928955
fluedigen	fluedigen	fluedigen	fluedigenden	fluedßigen	fluedigenÖ	fluedigenf	3.8065929412841797
erwangen	erwangen	erwangen	erwangenden	werwangen	erwangenÖ	erwangenK	3.888828992843628
verblüssen	verblüssen	verblüssen	verblüssenI	verblüssenv	verblüssend	verblüssern	4.48185396194458
expärten	expärten	expärten	hxpärten	Vexpärten	expärtenI	expärtenÖ	2.9672062397003174
gestuchen	gestuchen	gestuchen	gestuchenden	gestuchenOn	gestuchern	gestuchenIn	4.01307487487793
erwastern	erwastern	erwastern	erwasteren	erwasternden	erwasternon	erwästern	4.264394760131836
schiffeln	schiffeln	schiffeln	schiffelnden	schiffelnDn	schiffelnIn	schiffelen	4.491002082824707
breißen	breißen	breißen	bkreißen	breißend	breißenI	breißenv	2.9758503437042236
stindern	stindern	stindern	stindernden	stindernIn	stinderen	stindernP	3.502429246902466
raufteln	raufteln	raufteln	rauftelnden	rauftelen	rauftèeln	rauftGeln	3.3995120525360107
bewacken	bewacken	bewacken	bewackten	bwewacken	bewackenK	bewackenI	3.317969560623169
stüßen	stüßen	stüßen	stüßenI	stüßend	stüßenÖ	stüßten	2.4120631217956543
verziegen	verziegen	verziegen	verziegenden	verziegenven	verziegenI	verziegenK	4.189826965332031
brurstern	brurstern	brurstern	brursteren	brursternon	brursterndn	bkrurstern	3.676433801651001
degeen	degeen	degeen	degeenden	degeesn	degeenmn	degen	3.3321120738983154
stetzen<UNK>ein	stetzengein	stetzengein	stetzennien	stetzeniein	stetzennein	stetzenzein	7.372130393981934
ersponieren	ersponieren	ersponieren	ersponierenEn	ersponierenI	ersponierenß	ersponierend	4.95646858215332
exomplikieren	exomplikieren	exomplikieren	exomplikierenßen	exomplikierenv	exomplikierenI	exomplikierend	5.607398509979248
bekröffen	bekröffen	bekröffen	bekröfften	bkekröffen	bekröffenI	bekröffenq	3.9398856163024902
vertrecken	vertrecken	vertrecken	vertreckten	vertreckenI	vertreckend	vertreckenK	4.870262622833252
verkrecken	verkrecken	verkrecken	verkreckten	verkreckend	verkreckenI	verkreckenv	4.2213664054870605
bekilgen	bekilgen	bekilgen	bekilgenden	bekilgenEn	bekilgenIn	bekilgenÖ	3.8079304695129395
besopben	besopben	besopben	besopbenden	besopbenIn	besopbenKn	besopbten	3.9176111221313477
verklaten	verklaten	verklaten	veklaten	verklatenden	verklatenI	verklatenv	3.925708055496216
kunsen	kunsen	kunsen	kunsenOn	kunsenI	kunsenk	kunsend	3.03535795211792
grutchen	grutchen	grutchen	grutchenIn	grutchenOn	grutchend	grutchenD	3.720475673675537
suchtigen	suchtigen	suchtigen	suchtigenden	suchtigenÖ	suchtigenK	suchtigten	3.9659624099731445
suttallisieren	suttallisieren	suttallisieren	suttallisierenI	suttallisierenv	suttallisierend	suttallisierenß	6.062802791595459
kreinern	kreinern	kreinern	kreineren	Ekreinern	Pkreinern	kreinernT	4.015041828155518
degen<UNK>um	degengumen	degengumen	degenäumen	degeniumen	degenaumen	degenmumen	6.148921966552734
prienstollen	prienstollen	prienstollen	prienstollten	pkrienstollen	prienstollenI	prienstollenv	5.117368221282959
bustrunden	bustrunden	bustrunden	bustrundenden	bustrundenI	bustrundenK	bustrundenÖ	4.344254016876221
protern	protern	protern	proteren	pkrotern	protKern	proternT	3.2224152088165283
entschlaften	entschlaften	entschlaften	entschlaftend	entschlaftenß	entschlaftenI	entschlaftenOn	4.751087665557861
klinsen	klinsen	klinsen	Gklinsen	Eklinsen	Pklinsen	klinsenk	3.5331642627716064
stlapen	stlapen	stlapen	stlapenden	stlapenst	stlappen	stlapenÖ	3.2486555576324463
spürzen	spürzen	spürzen	spürzenden	spürzten	spürzenI	spürzenÖ	3.4160542488098145
darbotieren	darbotieren	darbotieren	darbotierenEn	darbotierenß	darbotierend	darbotierenI	4.971999645233154
spuschen	spuschen	spuschen	spuschenIn	spuschenOn	spuscvhen	spuschenÖ	3.6307213306427
bewünsten	bewünsten	bewünsten	bewünstenden	bewünstenOn	bewünstern	bewünstenI	4.151538848876953
sagen<UNK>aus	sagengausen	sagengausen	sageneausen	sageniausen	sagengausern	sagengause	5.1597161293029785
versprechsen	versprechsen	versprechsen	versprechsenLn	versprechsenv	versprechsend	versprechsenI	5.682063579559326
ernungen	ernungen	ernungen	ernungenden	ernungenKen	ernungenI	ernungenÖ	3.280284881591797
vermauen	vermauen	vermauen	vermauenven	vermauenI	vermauten	vermauenT	3.5673413276672363
bohrleife	bohrleifen	bohrleifen	bohrleifenden	bohrleifenqen	bohrleifenéen	bohrleifenÖ	4.344511032104492
besitigen	besitigen	besitigen	besitigenden	besitigenb	besitigenI	besitigenO	4.597506046295166
brächsseln<UNK>her	brächsselnihern	brächsselnihern	brächsselnnhern	brächsselnchern	brächsselnshern	brächsselnhern	7.824249744415283
detetten	detetten	detetten	dettetten	detettern	detettenI	detettenÖ	3.607922077178955
vertrachen	vertrachen	vertrachen	vertrachenI	vertrachend	vertrachenK	vertrachenv	4.869029998779297
kabilisieren	kabilisieren	kabilisieren	Ekabilisieren	kabilisierenß	kabilisierenv	kabilisierend	5.363574504852295
remonieren	remonieren	remonieren	remonierenden	remonierenEn	remonierenUn	rmemonieren	4.232311248779297
rintern	rintern	rintern	rinteren	rinternIn	Erintern	rinternT	3.405672550201416
klützeln	klützeln	klützeln	klützelen	klützelnden	Gklützeln	Eklützeln	3.6184873580932617
verstern	verstern	verstern	versternven	versternden	versteren	versternon	3.243971824645996
erfiffern	erfiffern	erfiffern	erfiffernden	erfifferen	erfiffernIn	erffiffern	3.793976306915283
deplizieren	deplizieren	deplizieren	deplizierenden	deplizierenEn	deplizierecen	deplizierenß	5.098961353302002
kosteln	kosteln	kosteln	kostelnkosten	kostelen	kostelnden	kostelnkon	3.2704079151153564
konnerinieren	konnerinieren	konnerinieren	konnerinnieren	konnerinierenv	konnerinierend	konnerinierenß	5.695347785949707
belüten	belüten	belüten	belütern	belütenI	belütten	belütenO	3.539743661880493
vertumpfen	vertumpfen	vertumpfen	vertumpfenden	vertumpften	vertumpfenI	vertumpfenv	3.832514762878418
schweuden	schweuden	schweuden	schweudenden	schweudenI	schweudenÖ	schweudenK	4.21791410446167
rodieren	rodieren	rodieren	rodierenren	rodierenEn	rodierenI	rodierend	3.6059694290161133
darbautieren	darbautieren	darbautieren	darbautierend	darbautierenß	darbautierenv	darbautierenI	5.034609794616699
schwürfern	schwürfern	schwürfern	schwürfernden	schwürfernPn	schwürferen	schwürfernIn	4.478394508361816
grinnen	grinnen	grinnen	Egrinnen	Agrinnen	grinnenI	grinnenÖ	3.158783435821533
vermachstrießen	vermachstrießen	vermachstrießen	vermachstrießenßen	vermachstrießenI	vermachstrießend	vermachstrießenv	6.8500542640686035
beschlachen	beschlachen	beschlachen	beschlachenOn	beschlachend	beschlachenv	beschlachenK	4.978226184844971
britken	britken	britken	bkritken	britMken	britkenI	britkend	3.6285789012908936
verbehlen	verbehlen	verbehlen	verbehlenven	verbehlenden	verbiehlen	verbehlten	4.226407051086426
stäulen	stäulen	stäulen	stäulenI	stäulenÖ	stäulenä	stäulend	3.189008951187134
ernarkeln	ernarkeln	ernarkeln	ernarkelen	ernarkelnden	ernarkelnon	ernarkelnen	4.097009658813477
kommorinieren	kommorinieren	kommorinieren	kommorinierenv	kommorinierend	kommorinierenI	kommorinierenß	5.659417152404785
besonsen	besonsen	besonsen	besonsenden	besonsenKn	besonsenb	besonsenIn	3.566558361053467
erschlissen	erschlissen	erschlissen	erschlissenI	erschlissend	erschlissenv	erschlissenO	5.0744757652282715
erschwintern	erschwintern	erschwintern	erschwinteren	erschwinternßen	erschwinternon	erschwinterndn	5.475831508636475
bleckeln	bleckeln	bleckeln	bleckelen	bleckelnden	bleckelnDn	blecMkeln	3.7167184352874756
bautsern	bautsern	bautsern	bautsernden	bautseren	bautseIrn	bautsernP	3.7390851974487305
erwängern	erwängern	erwängern	erwängernän	erwängernIn	erwängeren	Berwängern	4.034764766693115
kepsen	kepsen	kepsen	kepsenden	kepsenk	Mkepsen	kepsten	2.9053940773010254
gewückeln	gewückeln	gewückeln	gewückelnden	gewückelnèn	gewückelnIn	gewückelen	4.462867259979248
verzüchen	verzüchen	verzüchen	verzüchern	verzüchend	verzüchenI	verzüchenT	4.210721969604492
erfleigen	erfleigen	erfleigen	erfleigenden	ekrfleigen	erfleigenÖ	erfleigenI	3.787094831466675
bebannen	bebannen	bebannen	bebannenvn	bebannenKn	bebannenIn	bbebannen	4.13593864440918
pfleisen	pfleisen	pfleisen	pfleisenden	pfleisenT	pfleisenÖ	pfleQisen	3.6014318466186523
bestlöffen	bestlöffen	bestlöffen	bestlöffenden	bestlöffenén	bestlöfften	bestlöffenI	3.981131076812744
blessen<UNK>auf	blessennaufen	blessennaufen	blessenzaufen	blesseniaufen	blessen-aufen	blessenvaufen	8.613384246826172
gondren<UNK>ein	gondrenzein	gondrenzein	gondrengein	gondrennein	gondreniein	gondrenrein	7.743240833282471
verstiffen	verstiffen	verstiffen	verstiffenden	verstifften	verstiffenqen	verstiffenI	4.5359206199646
knetzen<UNK>ein	knetzengein	knetzengein	knetzennein	knetzeniein	knetzenzein	knetzennien	7.528195381164551
kommeln	kommeln	kommeln	kommelen	kommelnkomeln	kommelndomen	kommelndomeln	3.5242843627929688
stardeten	stardeten	stardeten	stardetten	starrdeten	stardetenI	stardetenÖ	3.9573163986206055
korlasilisieren	korlasilisieren	korlasilisieren	Gkorlasilisieren	Ekorlasilisieren	korlasilisierenI	korlasilisierend	6.059872150421143
komanidieren	komanidieren	komanidieren	Gkomanidieren	komanidierenv	komanidierenß	komanidierend	5.4338154792785645
kelben	kelben	kelben	kelbenden	Mkelben	kelbenk	kelbern	3.0148532390594482
pfürmen	pfürmen	pfürmen	pfürmenOn	pfükrmen	pfürmenI	pfürmenq	3.237617015838623
gewärten	gewärten	gewärten	gewärtenOn	gewärtern	gewärtenI	gRewärten	3.1867809295654297
flübern	flübern	flübern	flübernden	flübernIn	flüberen	flübernT	3.3057291507720947
babeln	babeln	babeln	babelnOn	babelen	babelnden	babelnDn	2.9321675300598145
erspotten	erspotten	erspotten	erspottenden	Kerspotten	erspottenI	erspottenÖ	4.269454479217529
knotronieren	knotronieren	knotronieren	Gknotronieren	Eknotronieren	knotronierten	knotronierenß	4.658754348754883
erschleiden	erschleiden	erschleiden	erschleidenden	erschleziden	erschleidenI	erschleidenß	5.443898677825928
krepsen	krepsen	krepsen	krepsenden	Pkrepsen	Gkrepsen	Mkrepsen	3.2469825744628906
belöffen	belöffen	belöffen	belöfften	belöffenÖ	belöffenI	belöffenq	3.436288595199585
dehompren	dehompren	dehompren	dehomprenden	dehomprenEn	dehomprenMen	dehomprenI	4.588243007659912
verspreinen	verspreinen	verspreinen	verspreinten	verspreinenv	versprezinen	verspreinenI	4.722267150878906
entlagen	entlagen	entlagen	entlagenxen	entlagenMen	entlagenIn	entlagenOn	3.659376859664917
punden	punden	punden	pundenI	pundenp	pundenm	pundenÖ	2.9106712341308594
beweifen	beweifen	beweifen	beweifenden	beweifenKn	bweweifen	beweifenÖ	3.5061182975769043
krapfeln	krapfeln	krapfeln	krapfelen	krapfelnden	krapfelnSn	krapfelIn	3.7110705375671387
plädeten	plädeten	plädeten	plädetenä	plädetenÖ	pläddeten	plädàeten	3.524136781692505
fiserungen	fiserungen	fiserungen	fiserungenden	ffiserungen	fiserungenI	fiserungenß	4.571308135986328
erstringen	erstringen	erstringen	erstringenden	erstringenI	erstringenO	erstringenß	4.757317543029785
begräben	begräben	begräben	begräbenIn	begräbendn	bgegräben	begräbenÖ	3.6344122886657715
destähen	destähen	destähen	destähend	Idestähen	destähenÖ	destähenq	3.7732081413269043
prorieren	prorieren	prorieren	prorierenden	prorierenEn	pkrorieren	prorierenI	4.303173065185547
versäufern	versäufern	versäufern	versäuferen	versäufernèn	versäufernvn	versäufernP	5.30924129486084
grenken	grenken	grenken	grenkenden	gkrenken	grenkenI	grenkenÖ	3.049734115600586
