src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlähle	verlähle	verlehlte	verlühle	verlöhle	verlhlähe	4.538695335388184
forcken	forckte	forckte	forcktep	forckteB	forckteP	forckteI	3.4101579189300537
prondieren	prondierte	prondierte	pkrondierte	prondierteB	prondierteM	prondierteÄ	4.392876148223877
spurzen	spurzte	spurzte	spuärzte	spuörzte	spuürzte	spurztep	3.028667688369751
schrießen<UNK>ab	schrießeniebe	schrießeniebe	schrießensabte	schrießencabte	schrießenlabte	schrießennabte	7.6604390144348145
ebstürten	ebstürtete	ebstürtete	ebstürteteU	ebstürteteè	ebstürteteB	ebstürtetMe	3.7888076305389404
krontaletieren	krontaletierte	krontaletierte	krontaletierteLte	Ekrontaletierte	Gkrontaletierte	kkrontaletierte	6.003375053405762
denallten	denalltete	denalltete	denalltette	denallteteU	denallteteZ	denallteteB	4.10592794418335
ergrättern	ergrätterte	ergrätterte	ergrätterteU	ergrätterteè	ergrätterteP	ergrätterteM	4.582422733306885
erfranken	erfrankte	erfrankte	erfranktep	erfrankteB	erfrankteP	erfrankteL	3.77726674079895
erwieden	erwäde	erwäde	erwände	erwöde	erwäche	erwäge	3.90830397605896
freutigen	freutigte	freutigte	freutidete	freutigteB	freutigtep	freutigteP	3.798968553543091
degatisieren	degatisierte	degatisierte	degatisiertey	degatisierteM	degatisierteÄ	degatisierteB	5.429599761962891
verfrüschen	verfrüschte	verfrüschte	verfrüsschte	verfrüscdete	verfrüscYhte	verfrüschteB	4.661881923675537
vermarnen	vermarnte	vermarnte	vermarchte	vermarntÄe	vermarnteB	vermarntep	3.9776673316955566
entkopremen	entkopremte	entkopremte	entkäpreme	entköpremte	entkapremte	entkopremteB	4.731860637664795
verfunnen	verfunnte	verfunnte	verfunchte	verfunnteB	verfunntep	verfunnteL	3.880352020263672
berässen	berässte	berässte	berässteB	berässtep	berässteè	berässtbe	3.474762439727783
drappen	drappte	drappte	dkrappte	drapptep	drappteB	drappteè	3.0345122814178467
kreigen	kreigte	kreigte	kriege	Gkreigte	Pkreigte	kreigtep	3.1082115173339844
pulgen	pulgte	pulgte	pulLgte	pulgtep	pulgteB	pulgteI	2.9629323482513428
frodionieren	frodionierte	frodionierte	fkrodionierte	frodionierteB	frodionierteM	frodionierteU	4.56921911239624
erfucken	erfuckte	erfuckte	erfuöckte	erfucktep	erfuckteB	erfuckteè	3.6847076416015625
speulen	speulte	speulte	speultep	speulteB	speulteI	speulteM	2.9979817867279053
ergreigen	ergriege	ergriege	ergritte	ergreigte	ergritge	ergrifge	4.111140727996826
verschlöntigen	verschlöntigte	verschlöntigte	verschlöntigteBte	verschlöntigteZ	verschlöntigteL	verscHlöntigte	6.174149990081787
riffern	rifferte	rifferte	riffGerte	riffertep	rifferteè	rifferteP	3.386631488800049
spränten	spräntete	spräntete	sprächtete	spränteteè	spränteteG	spräntetep	4.0235700607299805
verlenken	verlenkte	verlenkte	verlkenkte	verlenktep	verlenkteB	verlenkteZ	3.899693012237549
gefingen	gefänge	gefänge	gefächte	gefängeMe	gefängte	gefängeB	2.9169600009918213
belenden	belendete	belendete	belendeteB	belendeteZ	belendeteU	belendette	4.0416154861450195
verwörten	verwörtete	verwörtete	verwörttete	verwörteteB	verwörteteU	verwörteteè	4.567595481872559
staufieren	staufierte	staufierte	stauffierte	staufQferte	staufierteM	staufierteB	4.307136058807373
pritorieren	pritorierte	pritorierte	pkritorierte	pritorierteU	pritorierteM	pritorierteÄ	4.771041393280029
gurrchen	gurrchte	gurrchte	gurrächte	gurrechte	gurrÄchte	gurrchteB	3.539389133453369
fringen<UNK>finger	fringenrfingerte	fringenrfingerte	fringenefingerte	fringen-fingerte	fringengfingerte	fringennfingerte	10.189605712890625
flaustichen	flaustichte	flaustichte	flaustichteB	flaustichtej	flaustichteL	flaustichteM	4.860376358032227
verschirmen	verschirmte	verschirmte	verschirmteB	verschirmteZ	verschirmteU	verschirmtße	4.687276363372803
erstinkern	erstinkerte	erstinkerte	erstinkekerte	erstinkerteU	erstinkerteè	erstinkerteP	4.914975643157959
erspitzen	erspitzte	erspitzte	erspitzteMe	erspitzteè	erspitztep	erspitzteB	4.190051078796387
frösen	fröste	fröste	frösteB	fröstep	fröstej	frösteQ	2.673257350921631
verlüttigen	verlüttigte	verlüttigte	verlüttiogte	verlüttiügte	verlüttigteG	verlüttigteB	4.587829113006592
extollaginieren	extollaginierte	extollaginierte	extollaginiertext	extollagkinierte	extollaginierteè	extollaginierteI	6.366167068481445
steinieren	steinierte	steinierte	steinieärte	steinierteM	steinierteB	steiniertep	4.170382976531982
daueln	dauelte	dauelte	daulelte	dauRelte	daugelte	daueltep	3.1299445629119873
bestingen	bestänge	bestänge	bestächte	bestängde	bestängte	bestängep	3.2623038291931152
sarsselen	sarsselte	sarsselte	sarsselteB	sarsselteÄ	sarsseltep	saksselte	3.977450370788574
verzwürfen	verzwürfte	verzwürfte	verzwürfteB	verzwürfteÄ	verzwürftep	verzwürfteM	4.714484691619873
serleln	serlelte	serlelte	serltelte	serlelteè	serlelteW	serlelteP	3.699977397918701
fluedigen	fluedigte	fluedigte	fluedigteP	fluedigteG	fluedigteM	fluedigteB	3.965475559234619
erwangen	erwangte	erwangte	erwangtep	erwangteB	erwangteL	erwangteP	3.5548665523529053
verblüssen	verblüsste	verblüsste	verüblüsste	verblüssteB	verblüssteÄ	verblüsstep	4.270573616027832
expärten	expärtete	expärtete	hxpärtete	Vexpärtete	expärtetey	expärteteG	3.526339530944824
gestuchen	gestuchte	gestuchte	gestüchte	gestuöchte	gestuächte	gestuchteB	4.1122894287109375
erwastern	erwasterte	erwasterte	erwasterteè	erwasterteU	erwastertep	erwasterteM	4.283929347991943
schiffeln	schiffelte	schiffelte	schiffelteM	schiffelteP	schiffelteü	schiffelteß	4.148460388183594
breißen	brisse	brisse	breißte	brisseMe	brissep	brisseÄ	2.652785539627075
stindern	stinderte	stinderte	stinderteè	stinderteP	stindertep	stinderteU	4.318314552307129
raufteln	rauftelte	rauftelte	rauftGelte	rauftelteè	rauftelteP	rauftelteü	3.576632022857666
bewacken	bewackte	bewackte	bwewackte	bewacktep	bewackteB	bewackteè	3.5598840713500977
stüßen	stüßte	stüßte	stüßteQte	Östüßte	stüßtep	stüßteB	2.2435314655303955
verziegen	verzöge	verzöge	verziegte	verzögeBe	verzögeMe	verzögte	2.949845552444458
brurstern	brursterte	brursterte	bkrursterte	brursterteè	brursterteU	brursterteP	4.254868507385254
degeen	degte	degte	degteBte	degiete	degäte	degtbe	2.1797749996185303
stetzen<UNK>ein	stetzengeite	stetzengeite	stetzenseite	stetzennite	stetzenieite	stetzenniete	7.193602561950684
ersponieren	ersponierte	ersponierte	ersponierteB	ersponierteU	ersponierteÄ	ersponierteM	4.538646697998047
exomplikieren	exomplikierte	exomplikierte	exomplfikierte	exomplikiertey	exomplikierteM	exomplikierteLte	5.017070770263672
bekröffen	bekröffte	bekröffte	bekröfftep	bekröffteB	bekröffteè	bekröffteM	3.7997074127197266
vertrecken	vertreckte	vertreckte	verträcke	vertreckete	vertreckteè	vertreckteÄ	4.083462715148926
verkrecken	verkreckte	verkreckte	verkreckete	verkreckteÄ	verkreckteè	verkreckteB	4.788539409637451
bekilgen	bekilgte	bekilgte	bekilgtep	bekilgteP	bekilgteB	bekilgteM	3.601547956466675
besopben	besopbte	besopbte	besopbtep	besopbteB	besopbteL	besopbteM	3.423837184906006
verklaten	verklatete	verklatete	veklatete	verklateteU	verklateteè	verklateteB	4.649960041046143
kunsen	kunste	kunste	kunsteB	kunstep	kunsteL	kunstüe	2.8303849697113037
grutchen	grutchte	grutchte	grutächte	grutchäte	grutchteB	grutchtep	3.611063241958618
