src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlählen	verlählen	verlehlten	verlehltenQlen	verlühlen	verlöhlen	4.936976909637451
forcken	forckten	forckten	forcktenEn	forcktenI	forcktenS	forcktenÖ	3.797375202178955
prondieren	prondierten	prondierten	pkrondierten	prondiertenß	prondiertenS	prondiertenv	4.845949649810791
spurzen	spurzten	spurzten	spurztenS	spurztenI	spurztenÖ	spurztenM	3.629894256591797
schrießen<UNK>ab	schrießenieben	schrießenieben	schrießensabten	schrießencabten	schrießenhabten	schrießennabten	8.386958122253418
ebstürten	ebstürteten	ebstürteten	ebstürtetenQten	ebstürtetenQt	Kebstürteten	ebstürtetenH	4.367079257965088
krontaletieren	krontaletierten	krontaletierten	Gkrontaletierten	Ekrontaletierten	kkrontaletierten	krontaletiertenß	6.347084999084473
denallten	denallteten	denallteten	denalltetenQlten	denalltetenden	denalltetenß	denalltetenI	4.663329124450684
ergrättern	ergrätterten	ergrätterten	ergrättertenGn	ergrättertenß	ergrättertenv	ergrättertenI	4.730927467346191
erfranken	erfrankten	erfrankten	erfranktenÖ	erfranktenß	erfranktenM	erfranktenI	4.425824165344238
erwieden	erwäden	erwäden	erwänden	erwöden	erwächen	erwägen	4.805579662322998
freutigen	freutigten	freutigten	freutigtenQut	freutigtenEn	freutideten	freutigtenI	4.260890007019043
degatisieren	degatisierten	degatisierten	degatisiertenß	degatisiertend	degatisiertenI	degatisiertenv	5.946136474609375
verfrüschen	verfrüschten	verfrüschten	verfrüsschten	verfrüscdeten	verfrüscYhten	verfrüschtenv	5.078649044036865
vermarnen	vermarnten	vermarnten	vermarntenv	vermarchten	vermarntenß	vermarntenq	4.185882091522217
entkopremen	entkopremten	entkopremten	entkäpremen	entköpremten	entkäpremten	entkapremten	5.359653472900391
verfunnen	verfunnten	verfunnten	verffunnten	verfunchten	verfunntenv	verfunntenK	4.452063083648682
berässen	berässten	berässten	berässtenQst	berässteQst	berässtenI	berässtenP	3.4852283000946045
drappen	drappten	drappten	drapptenQp	dkrappten	drapptend	drapptenI	3.3827123641967773
kreigen	kreigten	kreigten	kriegen	Gkreigten	Pkreigten	kreigtenÖ	3.7237088680267334
pulgen	pulgten	pulgten	pulLgten	pulgtenI	pulgtenp	pulgtenÖ	3.213468313217163
frodionieren	frodionierten	frodionierten	fkrodionierten	frodioniertenß	frodioniertenI	frodioniertenS	5.716651916503906
erfucken	erfuckten	erfuckten	erfucktenEn	erfuöckten	erfucktenI	erfucktenÖ	3.6900134086608887
speulen	speulten	speulten	speultenI	speultenÖ	speultenS	speultenq	3.607874631881714
ergreigen	ergriegen	ergriegen	ergritten	ergreigten	ergrisgen	ergrichen	5.109908580780029
verschlöntigen	verschlöntigten	verschlöntigten	verschlöntigtenÜ	verschlöntigtenI	verschlöntigtenS	verscHlöntigten	5.920261383056641
riffern	rifferten	rifferten	riffertenEn	riffGerten	riffertenI	riffertenS	4.1293721199035645
spränten	spränteten	spränteten	sprächteten	spräntetenI	spräntetenS	spräntetenÖ	4.2298688888549805
verlenken	verlenkten	verlenkten	verlenktenQlen	verlkenkten	verlenktenv	verlenktenI	4.386054039001465
gefingen	gefängen	gefängen	gefängenÖen	gefächten	gefängenGn	gefängten	3.2368903160095215
belenden	belendeten	belendeten	belendetenQen	belendetenEn	belendetenK	belendetenÖ	4.572170257568359
verwörten	verwörteten	verwörteten	verwörtetenQwörten	verwörtteten	verwörterten	verwörtetenv	4.722771644592285
staufieren	staufierten	staufierten	stauffierten	staufQferten	staufiertenß	staufiertenv	4.930188179016113
pritorieren	pritorierten	pritorierten	pritoriertenß	pkritorierten	pritoriertenv	pritoriertenS	5.23099422454834
gurrchen	gurrchten	gurrchten	gurrchtenQchen	gurrchtenEn	gurrächten	gurrechten	4.300854682922363
fringen<UNK>finger	fringenrfingerten	fringenrfingerten	fringenefingerten	fringen-fingerten	fringengfingerten	fringennfingerten	10.60174560546875
flaustichen	flaustichten	flaustichten	flaustichtenQn	flaustichtenß	flaustichtenS	flaustichtenv	5.0063395500183105
verschirmen	verschirmten	verschirmten	verschirmtenUven	verschirmtenv	verschirmtenß	verschirmtenö	5.411928653717041
erstinkern	erstinkerten	erstinkerten	erstinkekerten	erstinkertenEn	erstinkertenß	erstinkertenI	5.402337074279785
erspitzen	erspitzten	erspitzten	erspitztenQp	erspitztenS	erspitztenK	erspitztenÖ	4.480825424194336
frösen	frösten	frösten	fröstenI	fröstenv	fröstenf	fröstenS	3.450982093811035
verlüttigen	verlüttigten	verlüttigten	verlüttiogten	verlüttiügten	verlüttigtenv	verlüttigtenß	5.388087749481201
extollaginieren	extollaginierten	extollaginierten	extollagkinierten	extollaginiertenI	extollaginiertenß	extollaginiertenS	6.8279709815979
steinieren	steinierten	steinierten	steiniertenß	steiniertenv	steiniertenS	steiniertenÖ	4.874019622802734
daueln	dauelten	dauelten	daueltendauen	daueltenI	daueltenß	dauRelten	3.885956048965454
bestingen	bestängen	bestängen	bestächten	bestängenden	bestängenKen	bestängten	4.006188869476318
sarsselen	sarsselten	sarsselten	sarsseltenß	sarsseltenI	sarsseltenM	sarsseltenÖ	4.119628429412842
verzwürfen	verzwürften	verzwürften	verzwürftenQwürft	verzwürftenUven	verzwürftenö	verzwürftenv	5.095640182495117
serleln	serlelten	serlelten	serltelten	serleltenI	serleltenß	serleltenÖ	4.000856399536133
fluedigen	fluedigten	fluedigten	fluedigtenEn	fluedigtenI	fluedigtenÖ	fluedigtenQ	4.725856781005859
