src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehlet	verlehlet	verlehletvt	verlehletKt	verlehletYt	verlehletPt	3.9513309001922607
forcken	forcket	forcket	forcketft	forcketLt	forcketvt	forcketK	3.407116413116455
prondieren	prondieret	prondieret	prondieretvt	prondieretKt	pkrondieret	prondieretPt	4.425914764404297
spurzen	spurzet	spurzet	spurzetLt	spurzvet	spurzetKt	spurzetP	3.047804594039917
schrießen<UNK>ab	schrießeniabet	schrießeniabet	schrießencabet	schrießensabet	schrießenhabet	schrießennabet	7.9381585121154785
ebstürten	ebstürtet	ebstürtet	ebstürtetvt	ebstürtetKt	ebstürtetPt	Kebstürtet	3.480515718460083
krontaletieren	krontaletieret	krontaletieret	Gkrontaletieret	krontaletieretK	krontaletieretà	krontaletieretL	6.053940296173096
denallten	denalltet	denalltet	denalltetvt	denalltetKt	denalltetàt	denalltret	3.5869152545928955
ergrättern	ergrätteret	ergrätteret	ergrätteretvt	ergrätteretEt	ergrätteretPt	ergrätteretàt	4.901039123535156
erfranken	erfranket	erfranket	erfranketvt	erfranketLt	erfranketKt	erfrankeEt	3.8883068561553955
erwieden	erwiedet	erwiedet	erwiedetvt	erwiedetLt	erwiedetIt	erwiedetKt	3.4444468021392822
freutigen	freutiget	freutiget	freutigetvt	freutigetKt	freutigetft	freutigetPt	4.115146636962891
degatisieren	degatisieret	degatisieret	degatisieretd	degatisieretv	degatisieretà	degatisieretL	5.552860260009766
verfrüschen	verfrüschet	verfrüschet	verfrüschetLt	verfrüsschet	verfrüscYhet	verfrüscDet	4.733615398406982
vermarnen	vermarnet	vermarnet	vermarnetvt	vermarnetLt	vermarnetY	vermarnetKt	3.506627321243286
entkopremen	entkopremet	entkopremet	entkopremetKt	entkopremetLt	entkoprzemet	entkopremetvt	4.388099670410156
verfunnen	verfunnet	verfunnet	verfunnetvt	verfunnetKt	verfunnetYt	verfunnetPt	3.975609064102173
berässen	berässet	berässet	berässetLt	berässetvt	berässetK	berässetP	3.659396171569824
drappen	drappet	drappet	drappetvt	drappetLt	drappetKt	dkrappet	3.5650177001953125
kreigen	kreiget	kreiget	kreigetvt	kreigetLt	kreigetKt	Gkreiget	3.306101083755493
pulgen	pulget	pulget	pulgetvt	pulgetP	pulgetp	pulgetK	2.265591621398926
frodionieren	frodionieret	frodionieret	fkrodionieret	frodionieretv	frodionieretà	frodionieretf	5.148184776306152
erfucken	erfucket	erfucket	erfucketLt	erfucketvt	erfucketK	erfucketP	3.708394765853882
speulen	speulet	speulet	speuletZt	speuletvt	speuletÖ	speuletKt	2.9970669746398926
ergreigen	ergreiget	ergreiget	ergreigetKt	ergreigetvt	ergreigetLt	ergreigetPt	3.9329755306243896
verschlöntigen	verschlöntiget	verschlöntiget	verscvhlöntiget	verschlöntigetv	verschlöntigetK	verschlöntigetà	5.992967128753662
riffern	rifferet	rifferet	rifferetEt	rifferetPt	rifferetft	rifferetvt	3.7942094802856445
spränten	spräntet	spräntet	spräntetvt	spräntetàt	spräntetKt	spräntzet	3.415142059326172
verlenken	verlenket	verlenket	verlenketvt	verlenketKt	verlenketLt	verlenketPt	4.2346601486206055
gefingen	gefinget	gefinget	gefingetLt	gefingetvt	gefingetKt	gefingetPt	3.7752535343170166
belenden	belendet	belendet	belendetKt	belendetLt	belendetvt	belendetP	3.707016706466675
verwörten	verwörtet	verwörtet	verwörtetvt	verwörtetKt	verwörtetàt	verwörtetY	3.839186429977417
staufieren	staufieret	staufieret	staufieretKt	staufieretvt	stauffieret	staufQferet	4.167360782623291
pritorieren	pritorieret	pritorieret	pritorieretKt	pritorieretvt	pkritorieret	pritorieretp	5.0121965408325195
gurrchen	gurrchet	gurrchet	gurrchetvt	gurrchetLt	gurrchetEt	gurrechet	3.6339528560638428
fringen<UNK>finger	fringenefingeret	fringenefingeret	fringenrfingeret	fringengfingeret	fringen-fingeret	fringennfingeret	9.896199226379395
flaustichen	flaustichet	flaustichet	flaustichetKt	flaustichetLt	flaustichetvt	flausticket	4.634024620056152
verschirmen	verschirmet	verschirmet	verschirmetLt	verschirmetKt	verschirmetP	verscHirmet	4.864448547363281
