src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehlt	verlehlt	verlehltKt	verlehltXt	verlehltvt	verliehlt	3.474287509918213
forcken	forckt	forckt	forcktot	forcktLt	forcktzt	forcktZt	2.9600632190704346
prondieren	prondiert	prondiert	prondiertvt	prondiertÖt	prondiertPt	pkrondiert	3.8824987411499023
spurzen	spurzt	spurzt	spurztZt	spurztKt	spurztvt	spurzst	2.6185600757598877
schrießen<UNK>ab	schrießeniabt	schrießeniabt	schrießensabt	schrießencabt	schrießenhabt	schrießennsbt	7.843152046203613
ebstürten	ebstürtet	ebstürtet	ebstürtetKt	ebstürtetvt	ebstürtetYt	ebstürttet	4.058243751525879
krontaletieren	krontaletiert	krontaletiert	krontaletiertvt	krontaletiertFt	krontaletiertLt	Gkrontaletiert	5.501728057861328
denallten	denalltet	denalltet	denalltetat	denalltetvt	denalltetKt	denallttet	3.4366602897644043
ergrättern	ergrättert	ergrättert	ergrättertvt	ergrättertÖt	ergrättertEt	ergrättertKt	4.643481731414795
erfranken	erfrankt	erfrankt	erfranktFt	erfranktKt	erfranktzt	erfranktnt	3.473811626434326
erwieden	erwiedet	erwiedet	erwiedetKt	erwiedetvt	erwiedet-t	erwiedetEt	3.4300811290740967
freutigen	freutigt	freutigt	freutigtKt	freutigtvt	freutigtFt	freutigtqt	3.3992927074432373
degatisieren	degatisiert	degatisiert	degatisiertvt	degatisiertFt	degatisiertÖt	degatisiertd	5.257425308227539
verfrüschen	verfrüscht	verfrüscht	verfrüschtvt	verfrüschtKt	verfrüschtFt	verfrüschtXt	4.149163246154785
vermarnen	vermarnt	vermarnt	vermarntet	vermarntvt	vermarntKt	vermarntut	3.8347325325012207
entkopremen	entkopremt	entkopremt	entkopremtat	entkopremtKt	entkopremtßt	entkoprmemt	3.818837881088257
verfunnen	verfunnt	verfunnt	verfunntvt	verfunntnt	verfunntFt	verfunntzt	3.5088276863098145
berässen	berässt	berässt	berässtvt	berässtKt	berässtZt	berässtd	3.0874416828155518
drappen	drappt	drappt	drapptvt	drapptzt	drapptLt	dkrappt	2.451744318008423
kreigen	kreigt	kreigt	kreigtvt	kreigtFt	Gkreigt	Ekreigt	3.368025064468384
pulgen	pulgt	pulgt	pulgtZt	pulgtKt	pulgtvt	pulgtÖt	2.18605375289917
frodionieren	frodioniert	frodioniert	frodioniertvt	frodioniertFt	frodioniertDt	frodioniertft	4.425821304321289
erfucken	erfuckt	erfuckt	erfucktet	erfucktKt	erfucktLt	erfucktzt	2.8875129222869873
speulen	speult	speult	speultvt	speultÖt	speultKt	speultzt	2.5317251682281494
ergreigen	ergreigt	ergreigt	ergreigtKt	ergreigtFt	ergreigtèt	ergreigtqt	3.789682388305664
verschlöntigen	verschlöntigt	verschlöntigt	verschlöntigtvt	verschlöntigtFt	verschlöntigtßt	verschlöntigt-t	5.870626449584961
riffern	riffert	riffert	riffertÖt	riffertvt	riffertEt	riffertPt	3.4490885734558105
spränten	spräntet	spräntet	spräntetvt	spräntetÖt	spräntetKt	spräntetqt	3.211196184158325
verlenken	verlenkt	verlenkt	verlenktFt	verlenktkt	verlenktvt	verlenktKt	4.120091438293457
gefingen	gefingt	gefingt	gefingtvt	gefingtFt	gefingtZt	gefingtKt	3.1663804054260254
