src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
verlehlen	verlehle	verlehle	verlehlepe	verlehleY	verlehleI	verlehlePe	3.5311975479125977
forcken	forcke	forcke	forckeLe	forckeI	forckeY	forckep	2.6241371631622314
prondieren	prondiere	prondiere	prondiereBe	pkrondiere	prondiereY	prondiereI	3.9188449382781982
spurzen	spurze	spurze	spurzeQe	spurzepe	spurzePe	spuürze	2.4722707271575928
schrießen<UNK>ab	schrießeniabe	schrießeniabe	schrießensabe	schrießencabe	schrießenhabe	schrießennabe	7.1035871505737305
ebstürten	ebstürte	ebstürte	ebstürtere	Kebstürte	ebstüärte	ebstürteI	3.4813950061798096
krontaletieren	krontaletiere	krontaletiere	krontaletiereBe	krontaletiereQe	krontaletiereLe	Gkrontaletiere	4.918895721435547
denallten	denallte	denallte	denalltere	denallteWe	denalltre	denallteI	3.767071008682251
ergrättern	ergrättere	ergrättere	ergrätterexe	ergrättereU	ergrätterve	ergrättereQ	4.553715705871582
erfranken	erfranke	erfranke	erfrankeLe	erfrankze	erfrankeY	erfrankeBe	3.6493077278137207
erwieden	erwiede	erwiede	erwiedeLe	erwiedere	erwiedePe	erwiedeI	3.2850708961486816
freutigen	freutige	freutige	freutigeBe	freutigeKe	freutigeLe	freutigeP	3.6486265659332275
degatisieren	degatisiere	degatisiere	degatisiereBe	degatisiereGe	degatisiereY	degatisierey	4.56407356262207
verfrüschen	verfrüsche	verfrüsche	verfrüscheLe	verfrüscheße	verfrüscheBe	verfrüssche	4.602674961090088
vermarnen	vermarne	vermarne	vermarnere	vermarneY	vermarney	vermarnep	3.6372344493865967
entkopremen	entkopreme	entkopreme	entkopremeKe	entkopremePe	entkoprmeme	entkopremeÄ	4.79217529296875
verfunnen	verfunne	verfunne	verfunnere	verfunnze	verfunneY	verfunnepe	3.2651784420013428
berässen	berässe	berässe	berässeÖe	berässKe	berässej	berässeB	2.95816707611084
drappen	drappe	drappe	drappeLe	dkrappe	drappze	drappeI	2.428591012954712
kreigen	kreige	kreige	kreigeLe	kreigeBe	kreigePe	Gkreige	3.136752128601074
