ɾ ə s ɑː j ə n	ɾ ə s ɑː j ə n	N;DIR;SG;MASC
ɾ ə s ɑː j ə n	ɾ ə s ɑː j ə n	N;DIR;PL;MASC
ɾ ə s ɑː j ə n	ɾ ə s ɑː j ə n	N;OBL;SG;MASC
ɾ ə s ɑː j ə n	ɾ ə s ɑː j ə n	N;VOC;SG;MASC
k ə t̪ʰ ə n	k ə t̪ʰ ə n	N;DIR;SG;MASC
k ə t̪ʰ ə n	k ə t̪ʰ ə n	N;DIR;PL;MASC
k ə t̪ʰ ə n	k ə t̪ʰ ə n	N;OBL;SG;MASC
k ə t̪ʰ ə n	k ə t̪ʰ ə n	N;VOC;SG;MASC
ə t̪ ɪ s ɑː ɾ	ə t̪ ɪ s ɑː ɾ	N;DIR;SG;MASC
ə t̪ ɪ s ɑː ɾ	ə t̪ ɪ s ɑː ɾ	N;DIR;PL;MASC
ə t̪ ɪ s ɑː ɾ	ə t̪ ɪ s ɑː ɾ	N;OBL;SG;MASC
ə t̪ ɪ s ɑː ɾ	ə t̪ ɪ s ɑː ɾ	N;VOC;SG;MASC
s ʊ n ɑː iː	s ʊ n ɑː iː	N;DIR;SG;FEM
s ʊ n ɑː iː	s ʊ n ɑː iː	N;OBL;SG;FEM
s ʊ n ɑː iː	s ʊ n ɑː iː	N;VOC;SG;FEM
ʊ p ə d̪ ɑː n	ʊ p ə d̪ ɑː n	N;DIR;SG;MASC
ʊ p ə d̪ ɑː n	ʊ p ə d̪ ɑː n	N;DIR;PL;MASC
ʊ p ə d̪ ɑː n	ʊ p ə d̪ ɑː n	N;OBL;SG;MASC
ʊ p ə d̪ ɑː n	ʊ p ə d̪ ɑː n	N;VOC;SG;MASC
l ə g n	l ə g n	N;DIR;SG;MASC
l ə g n	l ə g n	N;DIR;PL;MASC
l ə g n	l ə g n	N;OBL;SG;MASC
l ə g n	l ə g n	N;VOC;SG;MASC
s ɑː pʰ ə l j ə	s ɑː pʰ ə l j ə	N;DIR;SG;MASC
s ɑː pʰ ə l j ə	s ɑː pʰ ə l j ə	N;DIR;PL;MASC
s ɑː pʰ ə l j ə	s ɑː pʰ ə l j ə	N;OBL;SG;MASC
s ɑː pʰ ə l j ə	s ɑː pʰ ə l j ə	N;VOC;SG;MASC
t͡ʃ ə k ɾ	t͡ʃ ə k ɾ	N;DIR;SG;MASC
